id_aluno,ano_ref,fase,fase_original,flag_fase_9,idade,idade_original,flag_idade_padronizada,genero_original,genero,ano_ingresso,instituicao_original,instituicao_tipo,instituicao_subtipo,flag_bolsa_parceria,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,fase_ideal,defasagem,matematica,portugues,ingles,flag_sem_avaliacao,fase_nome,delta_ida,delta_ieg,delta_inde,delta_ian,queda_ida,queda_ieg,queda_inde,ips_anterior,ida_anterior,ieg_anterior,perfil_defasagem,delta_ida_futuro,delta_ieg_futuro,delta_defasagem_futuro,risco_defasagem_futuro,tem_futuro
153,2023,5,FASE 5,0,15,15.0,0,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.289966667,9.2,7.4,2.52,8.125,6.4,7.71,10.0,Fase 5 (1° EM),0,6.0,5.3,8.0,0,Fase 5,-0.1999999999999993,-0.7999999999999989,-0.2450333330000003,0.0,1,1,1,5.0,6.6,8.2,Adequado,-6.4,-7.4,2.0,1,True
153,2024,7,7E,0,16,16.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Quartzo,4.78185,8.751,0.0,6.5675,7.5,0.0,7.5,10.0,Fase 5 (1° EM),2,0.0,0.0,0.0,1,Fase 7,-6.4,-7.4,-2.5081166669999995,0.0,1,1,1,2.52,6.4,7.4,Adiantado,,,,,False
154,2022,4,4,0,15,15.0,0,Menino,Masculino,2017,Escola Pública,publica,sem_subtipo,0,Ágata,6.073,8.3,6.1,6.3,,4.0,6.833,5.0,Fase 5 (1º EM),-1,3.7,6.2,2.1,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,,,,,False
155,2022,4,4,0,16,16.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ametista,7.051,10.0,8.3,7.5,,5.2,6.833,5.0,Fase 6 (2º EM),-2,4.3,6.8,4.3,0,Fase 4,,,,,0,0,0,,,,Defasagem moderada/severa,-0.7999999999999998,-0.20000000000000107,0.0,1,True
155,2023,5,FASE 5,0,17,17.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Agata,6.318991667,7.9,8.1,5.0,7.03125,4.4,6.5875,5.0,Fase 7 (3° EM),-2,5.3,2.8,5.2,0,Fase 5,-0.7999999999999998,-0.20000000000000107,-0.7320083330000005,0.0,1,1,1,7.5,5.2,8.3,Defasagem moderada/severa,,-8.1,2.0,1,True
155,2024,8,8F,0,18,18.0,0,Masculino,Masculino,2022,Privada *Parcerias com Bolsa 100%,privada,parceria_bolsa,1,,,,0.0,,,,,10.0,Fase 8 (Universitários),0,,,,1,Fase 8,,-8.1,,5.0,0,1,0,5.0,4.4,8.1,Adequado,,,,,False
156,2022,4,4,0,15,15.0,0,Menino,Masculino,2018,Escola Pública,publica,sem_subtipo,0,Ametista,7.357,10.0,8.3,9.4,,4.4,7.792,5.0,Fase 5 (1º EM),-1,4.7,6.5,2.1,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,,,,,False
157,2022,4,4,0,12,12.0,0,Menina,Feminino,2018,Rede Decisão,privada,sem_subtipo,0,Topázio,8.317,7.5,10.0,6.3,,7.7,8.292,10.0,Fase 3 (7º e 8º ano),1,7.0,7.5,8.7,0,Fase 4,,,,,0,0,0,,,,Adiantado,-0.9000000000000004,-0.09999999999999964,1.0,1,True
157,2023,5,FASE 5,0,13,13.0,0,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.879008333,7.1,9.9,2.52,8.59375,6.8,8.63,10.0,Fase 3 (7° e 8° ano),2,6.0,6.8,7.5,0,Fase 5,-0.9000000000000004,-0.09999999999999964,-0.43799166700000036,0.0,1,1,1,6.3,7.7,10.0,Adiantado,2.8666666666666663,0.09999999999999964,-1.0,1,True
157,2024,5,5N,0,14,14.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.950566666733334,8.334,10.0,6.26,8.125,9.666666666666666,8.726666667,10.0,Fase 4 (9° ano),1,10.0,9.0,10.0,0,Fase 5,2.8666666666666663,0.09999999999999964,1.0715583337333339,0.0,0,0,0,2.52,6.8,9.9,Adiantado,,,,,False
158,2022,4,4,0,17,17.0,0,Menina,Feminino,2017,Rede Decisão,privada,sem_subtipo,0,Ametista,7.302,7.9,9.8,5.6,,6.6,8.125,2.5,Fase 7 (3º EM),-3,5.0,6.7,8.1,0,Fase 4,,,,,0,0,0,,,,Defasagem moderada/severa,-0.5999999999999996,-0.8000000000000007,4.0,1,True
158,2023,5,FASE 5,0,14,,1,Feminino,Feminino,2017,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.297425,7.1,9.0,2.52,8.28125,6.0,7.545,10.0,Fase 4 (9° ano),1,6.0,5.7,6.3,0,Fase 5,-0.5999999999999996,-0.8000000000000007,-0.004574999999999996,7.5,1,1,1,5.6,6.6,9.8,Adiantado,-2.0,-1.2037037036666662,-1.0,1,True
158,2024,5,5M,0,15,15.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Agata,6.855159259266667,8.334,7.796296296333334,6.26,6.875,4.0,6.745,10.0,Fase 5 (1° EM),0,2.5,1.5,8.0,0,Fase 5,-2.0,-1.2037037036666662,-0.44226574073333236,0.0,1,1,1,2.52,6.0,9.0,Adequado,,,,,False
159,2022,4,4,0,15,15.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ágata,6.49,8.3,8.1,5.6,,4.7,6.458,5.0,Fase 5 (1º EM),-1,4.3,5.8,3.9,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,1.5999999999999996,0.0,-1.0,1,True
159,2023,4,FASE 4,0,16,16.0,0,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Agata,6.805033333,7.9,8.1,2.52,8.125,6.3,7.8775,5.0,Fase 6 (2° EM),-2,5.0,6.0,7.8,0,Fase 4,1.5999999999999996,0.0,0.3150333329999997,0.0,0,0,0,5.6,4.7,8.1,Defasagem moderada/severa,,,,,False
160,2022,4,4,0,15,15.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ágata,6.746,7.5,7.2,5.6,,5.3,8.25,5.0,Fase 5 (1º EM),-1,2.7,6.0,7.1,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,-0.2999999999999998,1.1000000000000005,0.0,1,True
160,2023,5,FASE 5,0,16,16.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Agata,6.598266667,8.8,8.3,2.52,8.125,5.0,7.46,5.0,Fase 6 (2° EM),-1,3.3,3.8,8.0,0,Fase 5,-0.2999999999999998,1.1000000000000005,-0.14773333300000058,0.0,1,0,1,5.6,5.3,7.2,Defasagem leve,0.666666666666667,-0.8833333333333337,0.0,1,True
160,2024,5,5L,0,17,17.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Agata,6.855108333266668,8.334,7.416666666666667,6.26,7.34375,5.666666666666667,7.723333333,5.0,Fase 6 (2° EM),-1,3.0,5.5,8.5,0,Fase 5,0.666666666666667,-0.8833333333333337,0.25684166626666816,0.0,0,1,0,2.52,5.0,8.3,Defasagem leve,,,,,False
161,2022,4,4,0,11,11.0,0,Menina,Feminino,2018,Rede Decisão,privada,sem_subtipo,0,Ametista,7.957,7.9,9.1,5.6,,6.9,8.083,10.0,Fase 2 (5º e 6º ano),2,5.3,6.8,8.5,0,Fase 4,,,,,0,0,0,,,,Adiantado,-1.1000000000000005,-1.7999999999999998,-1.0,1,True
161,2023,5,FASE 5,0,14,14.0,0,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Agata,6.250166667,0.0,7.3,2.52,8.125,5.8,7.795,10.0,Fase 4 (9° ano),1,7.0,4.5,6.0,0,Fase 5,-1.1000000000000005,-1.7999999999999998,-1.7068333329999996,0.0,1,1,1,5.6,6.9,9.1,Adiantado,-1.7999999999999998,0.6656862746666663,-1.0,1,True
161,2024,5,5L,0,15,15.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.258445588333334,8.751,7.965686274666666,6.26,7.96875,4.0,7.836666667,10.0,Fase 5 (1° EM),0,5.0,7.0,0.0,0,Fase 5,-1.7999999999999998,0.6656862746666663,1.0082789213333339,0.0,1,0,0,2.52,5.8,7.3,Adequado,,,,,False
162,2022,4,4,0,14,14.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ametista,7.215,6.7,8.5,7.5,,5.5,6.542,10.0,Fase 4 (9º ano),0,4.7,5.5,6.4,0,Fase 4,,,,,0,0,0,,,,Adequado,,,,,False
163,2022,4,4,0,15,15.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ágata,6.797,8.8,7.9,5.6,,6.7,6.5,5.0,Fase 5 (1º EM),-1,6.5,6.3,7.4,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,,,,,False
164,2022,4,4,0,16,16.0,0,Menino,Masculino,2018,Escola Pública,publica,sem_subtipo,0,Ágata,6.776,8.3,7.3,5.6,,6.5,7.208,5.0,Fase 6 (2º EM),-2,4.7,6.5,8.3,0,Fase 4,,,,,0,0,0,,,,Defasagem moderada/severa,-0.7000000000000002,0.8999999999999995,1.0,1,True
164,2023,5,FASE 5,0,17,16.0,1,Masculino,Masculino,2018,Privada,privada,sem_subtipo,0,Quartzo,5.638666667,0.0,8.2,2.52,6.875,5.8,6.9625,5.0,Fase 6 (2° EM),-1,6.0,4.2,7.3,0,Fase 5,-0.7000000000000002,0.8999999999999995,-1.137333333,0.0,1,0,1,5.6,6.5,7.3,Defasagem leve,-0.13333333333333286,-0.11520467833333292,-1.0,1,True
164,2024,5,5L,0,18,17.0,1,Masculino,Masculino,2021,Privada,privada,sem_subtipo,0,Agata,6.837125731066667,9.585,8.084795321666666,6.26,6.25,5.666666666666667,6.886666667,5.0,Fase 7 (3° EM),-2,6.0,2.0,9.0,0,Fase 5,-0.13333333333333286,-0.11520467833333292,1.1984590640666672,0.0,1,1,0,2.52,5.8,8.2,Defasagem moderada/severa,,,,,False
165,2022,4,4,0,14,14.0,0,Menina,Feminino,2017,Rede Decisão,privada,sem_subtipo,0,Topázio,8.063,7.1,9.8,5.6,,7.6,7.5,10.0,Fase 4 (9º ano),0,5.3,7.8,9.7,0,Fase 4,,,,,0,0,0,,,,Adequado,-0.2999999999999998,-0.6000000000000014,0.0,1,True
165,2023,5,FASE 5,0,15,,1,Feminino,Feminino,2017,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.583433333,6.7,9.2,2.52,8.125,7.3,7.795,10.0,Fase 5 (1° EM),0,7.3,6.2,8.3,0,Fase 5,-0.2999999999999998,-0.6000000000000014,-0.4795666670000003,0.0,1,1,1,5.6,7.6,9.8,Adequado,1.2000000000000002,0.23104288499999903,0.0,0,True
165,2024,5,5L,0,16,16.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.4627502436,7.5,9.431042884999998,7.51,7.96875,8.5,7.893333333,10.0,Fase 5 (1° EM),0,10.0,7.5,8.0,0,Fase 5,1.2000000000000002,0.23104288499999903,0.8793169106000001,0.0,0,0,0,2.52,7.3,9.2,Adequado,,,,,False
166,2022,4,4,0,14,14.0,0,Menino,Masculino,2020,Escola Pública,publica,sem_subtipo,0,Topázio,8.253,9.2,9.0,6.3,,8.1,7.542,10.0,Fase 4 (9º ano),0,7.0,7.2,10.0,0,Fase 4,,,,,0,0,0,,,,Adequado,0.0,-0.09999999999999964,0.0,1,True
166,2023,5,FASE 5,0,15,,1,Masculino,Masculino,2020,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.105583333,7.5,8.9,6.26,8.4375,8.1,7.4625,10.0,Fase 5 (1° EM),0,7.0,7.2,10.0,0,Fase 5,0.0,-0.09999999999999964,-0.1474166669999999,0.0,0,1,1,6.3,8.1,9.0,Adequado,0.16666666666666785,0.3460000000000001,1.0,0,True
166,2024,7,7E,0,16,16.0,0,Masculino,Masculino,2021,Privada *Parcerias com Bolsa 100%,privada,parceria_bolsa,1,Topázio,8.243183333333334,8.334,9.246,6.5725,7.5,8.266666666666667,7.5,10.0,Fase 6 (2° EM),1,8.2,7.8,8.8,1,Fase 7,0.16666666666666785,0.3460000000000001,0.1376000003333342,0.0,0,0,0,6.26,8.1,8.9,Adiantado,,,,,False
167,2022,4,4,0,16,16.0,0,Menina,Feminino,2018,Rede Decisão,privada,sem_subtipo,0,Ametista,7.798,9.2,9.7,5.6,,7.9,7.833,5.0,Fase 6 (2º EM),-2,9.3,8.0,6.3,0,Fase 4,,,,,0,0,0,,,,Defasagem moderada/severa,0.0,0.20000000000000107,0.0,0,True
167,2023,5,FASE 5,0,17,,1,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.806141667,8.8,9.9,5.0,7.96875,7.9,7.8375,5.0,Fase 7 (3° EM),-2,8.3,7.2,8.3,0,Fase 5,0.0,0.20000000000000107,0.008141667000000297,0.0,0,0,0,5.6,7.9,9.7,Defasagem moderada/severa,0.2666666666666657,-0.4263157893333318,1.0,1,True
167,2024,6,6L,0,18,18.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.033470175466666,8.751,9.473684210666669,6.26,8.375,8.166666666666666,8.334,5.0,Fase 7 (3° EM),-1,8.0,6.5,10.0,0,Fase 6,0.2666666666666657,-0.4263157893333318,0.22732850846666608,0.0,0,1,0,5.0,7.9,9.9,Defasagem leve,,,,,False
168,2022,4,4,0,15,15.0,0,Menina,Feminino,2018,Rede Decisão,privada,sem_subtipo,0,Ágata,6.917,7.9,8.3,6.3,,5.9,7.083,5.0,Fase 5 (1º EM),-1,4.7,8.2,5.0,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,-1.2000000000000002,1.299999999999999,1.0,1,True
168,2023,5,FASE 5,0,16,15.0,1,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Agata,6.483083333,0.0,9.6,6.89,6.5625,4.7,6.4225,10.0,Fase 5 (1° EM),0,4.3,3.0,6.7,0,Fase 5,-1.2000000000000002,1.299999999999999,-0.4339166670000001,5.0,1,0,1,6.3,5.9,8.3,Adequado,,,,,False
169,2022,4,4,0,15,15.0,0,Menina,Feminino,2018,Escola Pública,publica,sem_subtipo,0,Quartzo,5.159,7.5,5.1,6.3,,3.2,4.792,5.0,Fase 5 (1º EM),-1,1.3,4.5,3.8,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,,,,,False
170,2022,4,4,0,14,14.0,0,Menina,Feminino,2018,Rede Decisão,privada,sem_subtipo,0,Ágata,7.007,8.3,9.2,5.6,,4.9,5.792,10.0,Fase 4 (9º ano),0,3.7,6.7,4.3,0,Fase 4,,,,,0,0,0,,,,Adequado,2.3,-0.29999999999999893,-2.0,1,True
170,2023,3,FASE 3,0,15,15.0,0,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.062433333,8.8,8.9,2.52,6.875,7.2,7.6725,5.0,Fase 5 (1° EM),-2,6.3,8.7,6.5,0,Fase 3,2.3,-0.29999999999999893,0.05543333300000075,-5.0,0,1,0,5.6,4.9,9.2,Defasagem moderada/severa,0.7999999999999998,-0.40000000000000036,1.0,1,True
170,2024,4,4R,0,16,16.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.646383333300001,9.168,8.5,5.635,7.604166667,8.0,8.028333333,5.0,Fase 5 (1° EM),-1,10.0,6.5,7.5,0,Fase 4,0.7999999999999998,-0.40000000000000036,0.5839500003000007,0.0,0,1,0,2.52,7.2,8.9,Defasagem leve,,,,,False
171,2022,4,4,0,16,16.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.581,7.5,6.8,7.5,,5.5,6.875,5.0,Fase 6 (2º EM),-2,3.0,8.0,,0,Fase 4,,,,,0,0,0,,,,Defasagem moderada/severa,-0.2999999999999998,0.40000000000000036,0.0,1,True
171,2023,5,FASE 5,0,17,17.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Agata,6.293083333,7.5,7.2,5.0,7.1875,5.2,6.755,5.0,Fase 7 (3° EM),-2,4.5,4.8,6.2,0,Fase 5,-0.2999999999999998,0.40000000000000036,-0.2879166670000002,0.0,1,0,1,7.5,5.5,6.8,Defasagem moderada/severa,3.1333333333333337,0.6333333333333329,1.0,0,True
171,2024,6,6L,0,18,18.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Ametista,7.328933333333333,7.5,7.833333333333333,5.635,7.625,8.333333333333334,7.598,5.0,Fase 7 (3° EM),-1,7.0,8.0,10.0,0,Fase 6,3.1333333333333337,0.6333333333333329,1.0358500003333324,0.0,0,0,0,5.0,5.2,7.2,Defasagem leve,,,,,False
172,2022,4,4,0,14,14.0,0,Menina,Feminino,2018,Rede Decisão,privada,sem_subtipo,0,Topázio,8.673,9.2,8.9,9.4,,7.3,8.917,10.0,Fase 4 (9º ano),0,6.0,7.7,8.1,0,Fase 4,,,,,0,0,0,,,,Adequado,,,2.0,0,True
172,2023,7,FASE 7,0,15,15.0,0,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,,,0.0,,3.77,,,,10.0,Fase 5 (1° EM),2,,,,1,Fase 7,,,,0.0,0,0,0,9.4,7.3,8.9,Adiantado,,,-1.0,1,True
172,2024,7,7E,0,16,16.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.128766666666667,8.751,9.8,6.57,7.5,6.933333333333334,7.5,10.0,Fase 6 (2° EM),1,6.7,7.7,6.4,1,Fase 7,,,,0.0,0,0,0,3.77,,,Adiantado,,,,,False
173,2022,4,4,0,17,17.0,0,Menino,Masculino,2019,Rede Decisão,privada,sem_subtipo,0,Ametista,7.816,8.3,9.2,6.9,,7.9,9.25,2.5,Fase 7 (3º EM),-3,9.0,7.5,7.1,0,Fase 4,,,,,0,0,0,,,,Defasagem moderada/severa,0.1999999999999993,-0.6999999999999993,1.0,1,True
173,2023,5,FASE 5,0,18,17.0,1,Masculino,Masculino,2019,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.757466667,9.2,8.5,6.26,8.125,8.1,7.8775,5.0,Fase 7 (3° EM),-2,9.0,6.2,9.2,0,Fase 5,0.1999999999999993,-0.6999999999999993,-0.05853333299999974,2.5,0,1,1,6.9,7.9,9.2,Defasagem moderada/severa,,-8.5,2.0,1,True
173,2024,8,8F,0,19,18.0,1,Masculino,Masculino,2021,Privada *Parcerias com Bolsa 100%,privada,parceria_bolsa,1,,,,0.0,,,,,10.0,Fase 8 (Universitários),0,,,,1,Fase 8,,-8.5,,5.0,0,1,0,6.26,8.1,8.5,Adequado,,,,,False
174,2022,4,4,0,15,15.0,0,Menina,Feminino,2019,Escola Pública,publica,sem_subtipo,0,Ágata,6.075,7.9,6.2,7.5,,4.4,6.042,5.0,Fase 5 (1º EM),-1,4.0,5.3,3.8,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,0.6999999999999993,-0.6000000000000005,-1.0,1,True
174,2023,4,FASE 4,0,16,16.0,0,Feminino,Feminino,2019,Pública,publica,sem_subtipo,0,Agata,6.1242,7.9,5.6,5.0,7.5,5.1,7.2125,5.0,Fase 6 (2° EM),-2,3.7,7.3,4.3,0,Fase 4,0.6999999999999993,-0.6000000000000005,0.04919999999999991,0.0,0,1,0,7.5,4.4,6.2,Defasagem moderada/severa,,,,,False
175,2022,4,4,0,15,15.0,0,Menina,Feminino,2018,Rede Decisão,privada,sem_subtipo,0,Ágata,6.75,8.3,9.2,5.6,,5.9,5.833,5.0,Fase 5 (1º EM),-1,4.7,7.2,5.9,0,Fase 4,,,,,0,0,0,,,,Defasagem leve,-1.1000000000000005,0.0,0.0,1,True
175,2023,5,FASE 5,0,16,,1,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Agata,6.569516667,8.8,9.2,2.52,7.1875,4.8,7.085,5.0,Fase 6 (2° EM),-1,5.0,5.0,4.5,0,Fase 5,-1.1000000000000005,0.0,-0.18048333299999975,0.0,1,0,1,5.6,5.9,9.2,Defasagem leve,3.7,0.27368421066666926,0.0,0,True
175,2024,6,6L,0,17,17.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.024136842133334,10.002,9.473684210666669,6.26,7.5,8.5,7.766,5.0,Fase 7 (3° EM),-1,9.5,6.5,9.5,0,Fase 6,3.7,0.27368421066666926,1.4546201751333339,0.0,0,0,0,2.52,4.8,9.2,Defasagem leve,,,,,False
176,2022,3,3,0,13,13.0,0,Menina,Feminino,2018,Rede Decisão,privada,sem_subtipo,0,Topázio,8.427,9.6,9.1,5.6,,6.9,9.083,10.0,Fase 3 (7º e 8º ano),0,5.1,6.8,8.7,0,Fase 3,,,,,0,0,0,,,,Adequado,1.0999999999999996,0.40000000000000036,0.0,0,True
176,2023,4,FASE 4,0,14,14.0,0,Feminino,Feminino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.316833333,9.6,9.5,2.52,8.125,8.0,9.0025,10.0,Fase 4 (9° ano),0,7.3,7.3,9.3,0,Fase 4,1.0999999999999996,0.40000000000000036,-0.11016666699999966,0.0,0,0,1,5.6,6.9,9.1,Adequado,0.8333333333333339,0.04545454533333171,1.0,0,True
176,2024,5,5C,0,15,15.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.828632575733334,9.585,9.545454545333332,6.26,8.59375,8.833333333333334,8.545,10.0,Fase 4 (9° ano),1,9.0,8.0,9.5,0,Fase 5,0.8333333333333339,0.04545454533333171,0.5117992427333338,0.0,0,0,0,2.52,8.0,9.5,Adiantado,,,,,False
177,2022,3,3,0,13,13.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Ametista,7.424,7.9,8.8,4.4,,6.8,6.958,10.0,Fase 3 (7º e 8º ano),0,6.0,7.5,,0,Fase 3,,,,,0,0,0,,,,Adequado,,,,,False
178,2022,3,3,0,13,13.0,0,Menina,Feminino,2016,Rede Decisão,privada,sem_subtipo,0,Ágata,7.025,0.0,8.8,4.4,,6.3,8.458,10.0,Fase 3 (7º e 8º ano),0,6.2,5.3,7.3,0,Fase 3,,,,,0,0,0,,,,Adequado,-0.39999999999999947,-0.10000000000000142,0.0,1,True
178,2023,4,FASE 4,0,14,,1,Feminino,Feminino,2016,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.406658333,7.9,8.7,2.52,7.65625,5.9,8.42,10.0,Fase 4 (9° ano),0,6.3,5.8,5.5,0,Fase 4,-0.39999999999999947,-0.10000000000000142,0.38165833299999985,0.0,1,1,0,4.4,6.3,8.8,Adequado,-1.7333333333333334,0.0391774893333352,0.0,1,True
178,2024,5,5A,0,16,16.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.234168831200001,9.585,8.739177489333334,6.26,7.625,4.166666666666667,6.53,10.0,Fase 5 (1° EM),0,2.5,2.5,7.5,0,Fase 5,-1.7333333333333334,0.0391774893333352,-0.17248950179999945,0.0,1,0,1,2.52,5.9,8.7,Adequado,,,,,False
179,2022,3,3,0,12,12.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ametista,7.993,7.5,9.2,7.5,,6.1,8.042,10.0,Fase 3 (7º e 8º ano),0,3.7,6.7,8.0,0,Fase 3,,,,,0,0,0,,,,Adequado,0.3000000000000007,0.20000000000000107,0.0,0,True
179,2023,3,FASE 3,0,13,12.0,1,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Topázio,8.437641667,8.8,9.4,7.52,8.59375,6.4,8.9225,10.0,Fase 3 (7° e 8° ano),0,8.7,6.3,4.3,0,Fase 3,0.3000000000000007,0.20000000000000107,0.4446416669999991,0.0,0,0,0,7.5,6.1,9.2,Adequado,1.7666666666666657,0.007894736999999097,1.0,0,True
179,2024,4,4A,0,14,13.0,1,Masculino,Masculino,2022,Privada,privada,sem_subtipo,0,Topázio,8.932712280733334,9.168,9.407894737,9.38,8.75,8.166666666666666,8.44,10.0,Fase 3 (7° e 8° ano),1,7.0,8.0,9.5,0,Fase 4,1.7666666666666657,0.007894736999999097,0.4950706137333345,0.0,0,0,0,7.52,6.4,9.4,Adiantado,,,,,False
180,2022,3,3,0,12,12.0,0,Menino,Masculino,2018,Rede Decisão,privada,sem_subtipo,0,Topázio,8.442,9.2,8.3,6.3,,8.1,8.625,10.0,Fase 3 (7º e 8º ano),0,7.7,8.3,8.3,0,Fase 3,,,,,0,0,0,,,,Adequado,-0.09999999999999964,1.0999999999999996,1.0,1,True
180,2023,4,FASE 4,0,13,13.0,0,Masculino,Masculino,2018,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.283216667,9.2,9.4,2.52,8.4375,8.0,8.92,10.0,Fase 3 (7° e 8° ano),1,8.3,7.3,8.5,0,Fase 4,-0.09999999999999964,1.0999999999999996,-0.15878333300000058,0.0,1,0,1,6.3,8.1,8.3,Adiantado,0.5,0.03181818166666517,1.0,0,True
180,2024,5,5A,0,14,14.0,0,Masculino,Masculino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.801463636333335,9.168,9.431818181666666,7.51,8.125,8.5,8.674,10.0,Fase 3 (7° e 8° ano),2,9.0,8.5,8.0,0,Fase 5,0.5,0.03181818166666517,0.5182469693333349,0.0,0,0,0,2.52,8.0,9.4,Adiantado,,,,,False
181,2022,3,3,0,13,13.0,0,Menina,Feminino,2019,Rede Decisão,privada,sem_subtipo,0,Topázio,8.623,9.2,9.5,8.8,,6.8,8.458,10.0,Fase 3 (7º e 8º ano),0,6.8,7.3,6.2,0,Fase 3,,,,,0,0,0,,,,Adequado,0.0,-1.1999999999999993,0.0,1,True
181,2023,4,FASE 4,0,14,,1,Feminino,Feminino,2019,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.671208333,9.6,8.3,2.52,7.96875,6.8,8.2525,10.0,Fase 4 (9° ano),0,8.3,6.5,5.5,0,Fase 4,0.0,-1.1999999999999993,-0.9517916669999993,0.0,0,1,1,8.8,6.8,9.5,Adequado,-2.466666666666667,0.43737373733333307,0.0,1,True
181,2024,5,5A,0,15,15.0,0,Feminino,Feminino,2021,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Ametista,7.439841414133334,7.5,8.737373737333334,6.26,7.625,4.333333333333333,8.436,10.0,Fase 5 (1° EM),0,0.0,7.5,5.5,0,Fase 5,-2.466666666666667,0.43737373733333307,-0.23136691886666583,0.0,1,0,1,2.52,6.8,8.3,Adequado,,,,,False
182,2022,3,3,0,16,16.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ágata,6.328,7.5,8.0,7.5,,4.1,6.958,2.5,Fase 6 (2º EM),-3,1.3,5.7,5.4,0,Fase 3,,,,,0,0,0,,,,Defasagem moderada/severa,,,,,False
183,2022,3,3,0,13,13.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Ametista,7.3,8.3,8.8,7.5,,3.8,7.25,10.0,Fase 3 (7º e 8º ano),0,0.0,7.5,,0,Fase 3,,,,,0,0,0,,,,Adequado,3.9000000000000004,0.8999999999999986,-1.0,1,True
