id_aluno,ano_ref,fase,fase_original,flag_fase_9,idade,idade_original,flag_idade_padronizada,genero_original,genero,ano_ingresso,instituicao_original,instituicao_tipo,instituicao_subtipo,flag_bolsa_parceria,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,fase_ideal,defasagem,matematica,portugues,ingles,flag_sem_avaliacao,fase_nome,delta_ida,delta_ieg,delta_inde,delta_ian,queda_ida,queda_ieg,queda_inde,ips_anterior,ida_anterior,ieg_anterior,perfil_defasagem,delta_ida_futuro,delta_ieg_futuro,delta_defasagem_futuro,risco_defasagem_futuro,tem_futuro
705,2022,0,0,0,10,10.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.634,9.5,6.2,7.5,,7.1,6.333,5.0,Fase 2 (5º e 6º ano),-2,7.0,7.2,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,1.700000000000001,2.1000000000000005,0.0,0,True
705,2023,0,ALFA,0,11,10.0,1,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Agata,6.982,0.0,8.3,6.89,7.5,8.8,8.165,5.0,Fase 2 (5° e 6° ano),-2,8.9,8.6,,0,Alfa,1.700000000000001,2.1000000000000005,0.34799999999999986,0.0,0,0,0,7.5,7.1,6.2,Defasagem moderada/severa,-5.300000000000001,-1.871428571500001,1.0,1,True
705,2024,1,1H,0,12,12.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Quartzo,5.294247619100001,9.002,6.4285714285,5.005,5.625,3.5,4.226666667,5.0,Fase 2 (5° e 6° ano),-1,2.0,5.0,,0,Fase 1,-5.300000000000001,-1.871428571500001,-1.6877523808999992,0.0,1,1,1,6.89,8.8,8.3,Defasagem leve,,,,,False
706,2022,0,0,0,10,10.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ametista,7.659,9.5,6.7,7.5,,9.1,8.417,5.0,Fase 2 (5º e 6º ano),-2,9.1,9.1,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,-1.7999999999999998,1.0999999999999996,0.0,1,True
706,2023,0,ALFA,0,11,,1,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Ametista,7.1527,9.0,7.8,4.39,6.875,7.3,8.08,5.0,Fase 2 (5° e 6° ano),-2,6.7,7.8,,0,Alfa,-1.7999999999999998,1.0999999999999996,-0.5062999999999995,0.0,1,0,1,7.5,9.1,6.7,Defasagem moderada/severa,-4.05,-0.6571428569999993,2.0,1,True
706,2024,2,2G,0,12,11.0,1,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Quartzo,5.8701964286,0.0,7.1428571430000005,6.26,7.65625,3.25,7.0,10.0,Fase 2 (5° e 6° ano),0,3.0,3.5,,0,Fase 2,-4.05,-0.6571428569999993,-1.2825035714000004,5.0,1,1,1,4.39,7.3,7.8,Adequado,,,,,False
707,2022,0,0,0,10,10.0,0,Menina,Feminino,2020,Escola Pública,publica,sem_subtipo,0,Ametista,7.679,10.0,8.1,6.9,,8.5,8.083,5.0,Fase 2 (5º e 6º ano),-2,8.8,8.2,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,-2.0,1.700000000000001,1.0,1,True
707,2023,1,FASE 1,0,11,,1,Feminino,Feminino,2020,Pública,publica,sem_subtipo,0,Agata,6.518,0.0,9.8,3.77,7.916666667,6.5,7.946666667,5.0,Fase 2 (5° e 6° ano),-1,5.5,7.5,,0,Fase 1,-2.0,1.700000000000001,-1.1610000000000005,0.0,1,0,1,6.9,8.5,8.1,Defasagem leve,0.0,-2.0763157895000006,0.0,1,True
707,2024,2,2G,0,12,12.0,0,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Agata,6.4975618421000005,7.917,7.7236842105,4.375,6.40625,6.5,6.415,5.0,Fase 3 (7° e 8° ano),-1,7.0,6.0,,0,Fase 2,0.0,-2.0763157895000006,-0.020438157899999254,0.0,0,1,1,3.77,6.5,9.8,Defasagem leve,,,,,False
708,2022,0,0,0,9,9.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ametista,7.282,8.0,8.4,7.5,,7.3,7.583,5.0,Fase 1 (4º ano),-1,7.1,7.6,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,1.8999999999999995,1.4000000000000004,0.0,0,True
708,2023,0,ALFA,0,10,9.0,1,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Ametista,7.5105,0.0,9.8,7.52,8.125,9.2,8.28,5.0,Fase 1 (3° e 4° ano),-1,8.8,9.5,,0,Alfa,1.8999999999999995,1.4000000000000004,0.22850000000000037,0.0,0,0,0,7.5,7.3,8.4,Defasagem leve,,,,,False
709,2022,0,0,0,10,10.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Quartzo,5.313,9.5,3.5,7.5,,2.3,7.083,5.0,Fase 2 (5º e 6º ano),-2,2.3,2.3,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,2.6000000000000005,4.4,0.0,0,True
709,2023,0,ALFA,0,11,11.0,0,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Agata,6.6927,10.0,7.9,7.52,5.625,4.9,6.59,5.0,Fase 2 (5° e 6° ano),-2,5.5,4.3,,0,Alfa,2.6000000000000005,4.4,1.3797000000000006,0.0,0,0,0,7.5,2.3,3.5,Defasagem moderada/severa,1.0999999999999996,0.09407114599999922,1.0,0,True
709,2024,1,1H,0,12,12.0,0,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Agata,6.833780895800001,7.418,7.994071146,7.51,6.875,6.0,6.773333333,5.0,Fase 2 (5° e 6° ano),-1,6.0,6.0,,0,Fase 1,1.0999999999999996,0.09407114599999922,0.14108089580000094,0.0,0,0,0,7.52,4.9,7.9,Defasagem leve,,,,,False
710,2022,0,0,0,10,10.0,0,Menino,Masculino,2020,Escola Pública,publica,sem_subtipo,0,Ametista,7.285,9.5,8.9,5.0,,6.9,8.0,5.0,Fase 2 (5º e 6º ano),-2,7.0,6.8,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,-0.40000000000000036,0.09999999999999964,1.0,1,True
710,2023,1,FASE 1,0,11,,1,Masculino,Masculino,2020,Pública,publica,sem_subtipo,0,Ametista,7.0582,9.5,9.0,3.77,7.083333333,6.5,7.113333333,5.0,Fase 2 (5° e 6° ano),-1,5.7,7.3,,0,Fase 1,-0.40000000000000036,0.09999999999999964,-0.2267999999999999,0.0,1,0,1,5.0,6.9,8.9,Defasagem leve,0.25,-0.829004329,0.0,1,True
710,2024,2,2G,0,12,12.0,0,Masculino,Masculino,2021,Pública,publica,sem_subtipo,0,Ametista,7.0366241342,9.168,8.170995671,5.625,7.65625,6.75,6.5375,5.0,Fase 3 (7° e 8° ano),-1,8.0,5.5,,0,Fase 2,0.25,-0.829004329,-0.021575865800000038,0.0,0,1,1,3.77,6.5,9.0,Defasagem leve,,,,,False
711,2022,0,0,0,9,9.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.04,9.0,7.9,6.3,,3.5,6.0,5.0,Fase 1 (4º ano),-1,4.0,3.0,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,,,,,False
712,2022,0,0,0,11,11.0,0,Menino,Masculino,2019,Escola Pública,publica,sem_subtipo,0,Ágata,6.026,8.0,5.1,5.0,,8.0,5.833,5.0,Fase 2 (5º e 6º ano),-2,8.7,7.3,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,-1.2999999999999998,0.5,0.0,1,True
712,2023,1,FASE 1,0,12,12.0,0,Masculino,Masculino,2019,Pública,publica,sem_subtipo,0,Agata,6.331533333,9.5,5.6,3.14,7.5,6.7,6.836666667,5.0,Fase 3 (7° e 8° ano),-2,5.5,7.8,,0,Fase 1,-1.2999999999999998,0.5,0.3055333330000005,0.0,1,0,0,5.0,8.0,5.1,Defasagem moderada/severa,0.04999999999999982,0.3834368530000001,1.0,0,True
712,2024,2,2H,0,13,13.0,0,Masculino,Masculino,2021,Pública,publica,sem_subtipo,0,Agata,6.2236373706000006,7.502,5.983436853,5.625,6.5625,6.75,6.04,5.0,Fase 3 (7° e 8° ano),-1,7.0,6.5,,0,Fase 2,0.04999999999999982,0.3834368530000001,-0.10789596239999977,0.0,0,0,1,3.14,6.7,5.6,Defasagem leve,,,,,False
713,2022,0,0,0,9,9.0,0,Menino,Masculino,2021,Escola Pública,publica,sem_subtipo,0,Ametista,7.42,10.0,8.7,7.5,,7.8,7.25,5.0,Fase 1 (4º ano),-1,8.0,7.7,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,-0.2999999999999998,0.9000000000000004,0.0,1,True
713,2023,1,FASE 1,0,10,10.0,0,Masculino,Masculino,2021,Pública,publica,sem_subtipo,0,Ametista,7.408033333,8.0,9.6,3.77,6.875,7.5,8.166666667,5.0,Fase 2 (5° e 6° ano),-1,6.7,8.2,,0,Fase 1,-0.2999999999999998,0.9000000000000004,-0.011966667000000264,0.0,1,0,1,7.5,7.8,8.7,Defasagem leve,-0.75,-2.0741200830000004,1.0,1,True
713,2024,2,2H,0,11,11.0,0,Masculino,Masculino,2021,Pública,publica,sem_subtipo,0,Ametista,7.467500983400001,8.002,7.525879916999999,7.51,7.03125,6.75,6.79,10.0,Fase 2 (5° e 6° ano),0,6.0,7.5,,0,Fase 2,-0.75,-2.0741200830000004,0.059467650400001126,5.0,1,1,0,3.77,7.5,9.6,Adequado,,,,,False
714,2022,0,0,0,11,11.0,0,Menino,Masculino,2019,Escola Pública,publica,sem_subtipo,0,Ágata,6.953,9.0,6.9,5.6,,8.0,7.25,5.0,Fase 2 (5º e 6º ano),-2,8.5,7.5,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,-0.5999999999999996,1.0999999999999996,0.0,1,True
714,2023,1,FASE 1,0,12,12.0,0,Masculino,Masculino,2019,Pública,publica,sem_subtipo,0,Agata,6.078666667,0.0,8.0,3.14,7.5,7.4,7.223333333,5.0,Fase 3 (7° e 8° ano),-2,6.7,8.0,,0,Fase 1,-0.5999999999999996,1.0999999999999996,-0.874333333,0.0,1,0,1,5.6,8.0,6.9,Defasagem moderada/severa,-3.4000000000000004,-1.1262939960000002,1.0,1,True
714,2024,2,2H,0,13,13.0,0,Masculino,Masculino,2021,Pública,publica,sem_subtipo,0,Quartzo,5.4653662008,0.0,6.873706004,6.255,7.65625,4.0,6.9975,5.0,Fase 3 (7° e 8° ano),-1,8.0,0.0,,0,Fase 2,-3.4000000000000004,-1.1262939960000002,-0.6133004662000001,0.0,1,1,1,3.14,7.4,8.0,Defasagem leve,,,,,False
715,2022,0,0,0,9,9.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.656,8.5,8.7,4.4,,4.9,7.917,5.0,Fase 1 (4º ano),-1,4.8,5.0,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,0.5,0.8000000000000007,-1.0,1,True
715,2023,0,ALFA,0,10,,1,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Quartzo,5.8915,0.0,9.5,3.14,5.625,5.4,7.675,5.0,Fase 2 (5° e 6° ano),-2,4.5,6.3,,0,Alfa,0.5,0.8000000000000007,-0.7645,0.0,0,0,1,4.4,4.9,8.7,Defasagem moderada/severa,-2.6500000000000004,-4.249373433500001,2.0,1,True
715,2024,2,2I,0,11,11.0,0,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Quartzo,5.3098253133,9.002,5.250626566499999,3.755,5.0,2.75,4.67,10.0,Fase 2 (5° e 6° ano),0,2.0,3.5,,0,Fase 2,-2.6500000000000004,-4.249373433500001,-0.5816746866999996,5.0,1,1,1,3.14,5.4,9.5,Adequado,,,,,False
716,2022,0,0,0,9,9.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.525,8.9,8.1,7.5,,6.7,5.417,5.0,Fase 1 (4º ano),-1,7.3,6.0,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,-1.1000000000000005,0.5999999999999996,0.0,1,True
716,2023,1,FASE 1,0,10,10.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Agata,6.813366667,9.0,8.7,3.77,6.875,5.6,7.443333333,5.0,Fase 2 (5° e 6° ano),-1,5.0,6.2,,0,Fase 1,-1.1000000000000005,0.5999999999999996,0.288366667,0.0,1,0,0,7.5,6.7,8.1,Defasagem leve,0.15000000000000036,-3.166403162499999,0.0,1,True
716,2024,1,1J,0,11,11.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Agata,6.2372943675000005,9.002,5.5335968375,7.51,6.71875,5.75,5.7875,5.0,Fase 2 (5° e 6° ano),-1,5.5,6.0,,0,Fase 1,0.15000000000000036,-3.166403162499999,-0.5760722994999998,0.0,0,1,1,3.77,5.6,8.7,Defasagem leve,,,,,False
717,2022,0,0,0,10,10.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ágata,6.832,9.0,7.3,7.5,,5.4,7.917,5.0,Fase 2 (5º e 6º ano),-2,5.0,5.8,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,0.5,1.2000000000000002,1.0,0,True
717,2023,1,FASE 1,0,11,11.0,0,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Agata,6.633833333,0.0,8.5,7.52,8.125,5.9,8.446666667,5.0,Fase 2 (5° e 6° ano),-1,5.5,6.3,,0,Fase 1,0.5,1.2000000000000002,-0.19816666699999974,0.0,0,0,1,7.5,5.4,7.3,Defasagem leve,,,,,False
718,2022,0,0,0,8,8.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Topázio,8.093,8.0,8.9,6.3,,9.2,7.417,10.0,ALFA  (2º e 3º ano),0,9.2,9.2,,0,Alfa,,,,,0,0,0,,,,Adequado,-1.3999999999999995,0.1999999999999993,0.0,1,True
718,2023,1,FASE 1,0,9,,1,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Topázio,8.166866667,9.5,9.1,3.77,7.916666667,7.8,8.39,10.0,Fase 1 (3° e 4° ano),0,6.3,9.2,,0,Fase 1,-1.3999999999999995,0.1999999999999993,0.07386666700000077,0.0,1,0,0,6.3,9.2,8.9,Adequado,1.7000000000000002,0.4138888885000007,1.0,0,True
718,2024,2,2I,0,10,10.0,0,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Topázio,8.705811111100001,10.002,9.5138888885,5.635,7.5,9.5,7.946666667,10.0,Fase 1 (3° e 4° ano),1,9.0,10.0,,0,Fase 2,1.7000000000000002,0.4138888885000007,0.5389444441000002,0.0,0,0,0,3.77,7.8,9.1,Adiantado,,,,,False
719,2022,0,0,0,10,10.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Quartzo,5.552,9.0,4.6,7.5,,4.2,6.083,5.0,Fase 2 (5º e 6º ano),-2,5.0,3.3,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,1.7000000000000002,0.7000000000000002,0.0,0,True
719,2023,0,ALFA,0,11,,1,Masculino,Masculino,2021,Pública,publica,sem_subtipo,0,Agata,6.4137,9.5,5.3,7.52,5.625,5.9,7.095,5.0,Fase 2 (5° e 6° ano),-2,7.0,4.7,,0,Alfa,1.7000000000000002,0.7000000000000002,0.8617000000000008,0.0,0,0,0,7.5,4.2,4.6,Defasagem moderada/severa,0.5999999999999996,2.0484848485000002,1.0,0,True
719,2024,1,1J,0,12,12.0,0,Masculino,Masculino,2021,Pública,publica,sem_subtipo,0,Ametista,7.1193969697,10.002,7.3484848485,7.51,7.5,6.5,6.7425,5.0,Fase 2 (5° e 6° ano),-1,5.0,8.0,,0,Fase 1,0.5999999999999996,2.0484848485000002,0.7056969697,0.0,0,0,0,7.52,5.9,5.3,Defasagem leve,,,,,False
720,2022,0,0,0,9,9.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ágata,6.731,8.0,5.9,7.5,,7.6,7.083,5.0,Fase 1 (4º ano),-1,7.3,7.8,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,,,,,False
721,2022,0,0,0,8,8.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ametista,7.973,9.5,8.1,7.5,,7.6,7.917,10.0,ALFA  (2º e 3º ano),0,8.2,7.0,,0,Alfa,,,,,0,0,0,,,,Adequado,0.8000000000000007,1.4000000000000004,0.0,0,True
721,2023,1,FASE 1,0,9,9.0,0,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Topázio,8.683366667,8.5,9.5,7.52,8.125,8.4,8.443333333,10.0,Fase 1 (3° e 4° ano),0,7.5,9.3,,0,Fase 1,0.8000000000000007,1.4000000000000004,0.7103666669999997,0.0,0,0,0,7.5,7.6,8.1,Adequado,-0.15000000000000036,0.0445134575000008,0.0,1,True
721,2024,2,2G,0,10,10.0,0,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Topázio,8.8986026915,9.002,9.5445134575,8.135,8.75,8.25,8.755,10.0,Fase 2 (5° e 6° ano),0,9.0,7.5,,0,Fase 2,-0.15000000000000036,0.0445134575000008,0.21523602450000112,0.0,1,0,0,7.52,8.4,9.5,Adequado,,,,,False
722,2022,0,0,0,9,9.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ametista,7.41,10.0,8.1,4.4,,8.1,8.333,5.0,Fase 1 (4º ano),-1,7.8,8.3,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,-1.6999999999999993,1.5,0.0,1,True
722,2023,1,FASE 1,0,10,,1,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Ametista,7.3387,8.5,9.6,2.52,8.125,6.4,8.67,5.0,Fase 2 (5° e 6° ano),-1,4.5,8.2,,0,Fase 1,-1.6999999999999993,1.5,-0.07129999999999992,0.0,1,0,1,4.4,8.1,8.1,Defasagem leve,,,,,False
723,2022,0,0,0,8,8.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Ametista,7.426,10.0,6.6,8.1,,5.5,8.167,10.0,ALFA  (2º e 3º ano),0,5.3,5.7,,0,Alfa,,,,,0,0,0,,,,Adequado,,,,,False
724,2022,0,0,0,8,8.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.931,9.5,5.9,5.6,,5.6,8.0,10.0,ALFA  (2º e 3º ano),0,2.9,8.3,,0,Alfa,,,,,0,0,0,,,,Adequado,,,,,False
725,2022,0,0,0,8,8.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.33,8.0,5.9,8.1,,5.0,5.5,10.0,ALFA  (2º e 3º ano),0,4.0,6.0,,0,Alfa,,,,,0,0,0,,,,Adequado,3.4000000000000004,3.0999999999999996,-1.0,1,True
725,2023,0,ALFA,0,9,9.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Topázio,8.117366667,9.5,9.0,7.52,8.125,8.4,8.113333333,5.0,Fase 1 (3° e 4° ano),-1,8.1,8.7,,0,Alfa,3.4000000000000004,3.0999999999999996,1.7873666670000006,-5.0,0,0,0,8.1,5.0,5.9,Defasagem leve,-1.1500000000000004,-1.3289473684999997,0.0,1,True
725,2024,0,ALFA,0,10,10.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Ametista,7.0900771929,7.502,7.6710526315,7.51,7.5,7.25,6.773333333,5.0,Fase 1 (3° e 4° ano),-1,7.0,7.5,,0,Alfa,-1.1500000000000004,-1.3289473684999997,-1.0272894741000007,0.0,1,1,1,7.52,8.4,9.0,Defasagem leve,,,,,False
726,2022,0,0,0,7,7.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.985,10.0,7.5,7.5,,4.4,6.583,10.0,ALFA  (2º e 3º ano),0,5.8,3.0,,0,Alfa,,,,,0,0,0,,,,Adequado,1.5999999999999996,-1.4000000000000004,0.0,1,True
726,2023,0,ALFA,0,8,8.0,0,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Ametista,7.3687,10.0,6.1,7.52,5.625,6.0,8.17,10.0,ALFA (1° e 2° ano),0,6.2,5.8,,0,Alfa,1.5999999999999996,-1.4000000000000004,0.38369999999999926,0.0,0,1,0,7.5,4.4,7.5,Adequado,,,,,False
727,2022,0,0,0,8,8.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ametista,7.736,9.0,7.7,8.1,,8.4,6.75,10.0,ALFA  (2º e 3º ano),0,9.3,7.4,,0,Alfa,,,,,0,0,0,,,,Adequado,-0.40000000000000036,1.1000000000000005,-1.0,1,True
727,2023,0,ALFA,0,9,,1,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Ametista,7.6802,9.5,8.8,2.52,7.5,8.0,9.34,5.0,Fase 1 (3° e 4° ano),-1,8.3,7.7,,0,Alfa,-0.40000000000000036,1.1000000000000005,-0.05579999999999963,-5.0,1,0,1,8.1,8.4,7.7,Defasagem leve,0.5,-0.3151515155000002,1.0,1,True
727,2024,1,1G,0,10,10.0,0,Masculino,Masculino,2022,Pública,publica,sem_subtipo,0,Topázio,8.447003030300001,10.002,8.4848484845,6.26,8.125,8.5,8.056666667,10.0,Fase 1 (3° e 4° ano),0,10.0,7.0,,0,Fase 1,0.5,-0.3151515155000002,0.7668030303000011,5.0,0,1,0,2.52,8.0,8.8,Adequado,,,,,False
728,2022,0,0,0,8,8.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Topázio,8.244,9.5,7.3,8.1,,9.1,8.167,10.0,ALFA  (2º e 3º ano),0,9.3,8.9,,0,Alfa,,,,,0,0,0,,,,Adequado,,,,,False
729,2022,0,0,0,8,8.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Topázio,8.155,10.0,8.7,8.1,,8.1,7.25,10.0,ALFA  (2º e 3º ano),0,8.5,7.8,,0,Alfa,,,,,0,0,0,,,,Adequado,0.5,0.40000000000000036,-1.0,1,True
729,2023,0,ALFA,0,9,,1,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Ametista,7.26545,8.0,9.1,3.77,6.5625,8.6,7.01,5.0,Fase 1 (3° e 4° ano),-1,8.2,8.9,,0,Alfa,0.5,0.40000000000000036,-0.889549999999999,-5.0,0,0,1,8.1,8.1,8.7,Defasagem leve,-2.5999999999999996,-0.6833333335000003,0.0,1,True
729,2024,0,ALFA,0,10,10.0,0,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Agata,6.684533333300001,8.002,8.4166666665,2.51,7.5,6.0,7.5,5.0,Fase 1 (3° e 4° ano),-1,6.0,6.0,,0,Alfa,-2.5999999999999996,-0.6833333335000003,-0.5809166666999994,0.0,1,1,1,3.77,8.6,9.1,Defasagem leve,,,,,False
730,2022,0,0,0,10,10.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ametista,7.902,10.0,8.2,8.8,,8.3,8.25,5.0,Fase 2 (5º e 6º ano),-2,8.7,8.0,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,-0.5000000000000009,0.5,1.0,1,True
730,2023,1,FASE 1,0,11,10.0,1,Feminino,Feminino,2021,Privada,privada,sem_subtipo,0,Ametista,7.979325,10.0,8.7,5.02,9.53125,7.8,8.67,5.0,Fase 2 (5° e 6° ano),-1,7.8,7.7,,0,Fase 1,-0.5000000000000009,0.5,0.07732500000000009,0.0,1,0,0,8.8,8.3,8.2,Defasagem leve,1.7000000000000002,-1.5472222219999994,1.0,1,True
730,2024,2,2I,0,12,11.0,1,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Topázio,8.469255555700002,8.002,7.152777778,6.885,9.166666667,9.5,8.666666667,10.0,Fase 2 (5° e 6° ano),0,10.0,9.0,,0,Fase 2,1.7000000000000002,-1.5472222219999994,0.48993055570000177,5.0,0,1,0,5.02,7.8,8.7,Adequado,,,,,False
731,2022,0,0,0,10,10.0,0,Menina,Feminino,2019,Escola Pública,publica,sem_subtipo,0,Ametista,7.151,9.0,8.5,6.9,,7.3,7.083,5.0,Fase 2 (5º e 6º ano),-2,7.3,7.2,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,-0.5,-0.9000000000000004,1.0,1,True
731,2023,1,FASE 1,0,11,11.0,0,Feminino,Feminino,2019,Pública,publica,sem_subtipo,0,Agata,6.7742,8.5,7.6,3.14,7.5,6.8,7.45,5.0,Fase 2 (5° e 6° ano),-1,6.2,7.3,,0,Fase 1,-0.5,-0.9000000000000004,-0.37679999999999936,0.0,1,1,1,6.9,7.3,8.5,Defasagem leve,-4.3,-3.411688311499999,0.0,1,True
731,2024,2,2G,0,12,12.0,0,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Quartzo,4.7704873377000006,9.502,4.188311688500001,4.375,5.78125,2.5,4.835,5.0,Fase 3 (7° e 8° ano),-1,0.0,5.0,,0,Fase 2,-4.3,-3.411688311499999,-2.0037126623,0.0,1,1,1,3.14,6.8,7.6,Defasagem leve,,,,,False
732,2022,0,0,0,9,9.0,0,Menino,Masculino,2022,Escola Pública,publica,sem_subtipo,0,Ametista,7.347,9.0,7.9,8.8,,7.2,7.5,5.0,Fase 1 (4º ano),-1,7.5,6.8,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,,,,,False
733,2022,0,0,0,9,9.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.684,9.5,8.5,5.6,,5.1,6.917,5.0,Fase 1 (4º ano),-1,6.0,4.2,,0,Alfa,,,,,0,0,0,,,,Defasagem leve,1.1000000000000005,0.1999999999999993,1.0,0,True
733,2023,1,FASE 1,0,10,9.0,1,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Topázio,8.3342,10.0,8.7,7.52,8.333333333,6.2,8.893333333,10.0,Fase 1 (3° e 4° ano),0,4.3,8.0,,0,Fase 1,1.1000000000000005,0.1999999999999993,1.650199999999999,5.0,0,0,0,5.6,5.1,8.5,Adequado,3.05,1.3000000000000007,-1.0,1,True
733,2024,1,1J,0,11,10.0,1,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Topázio,8.808825,10.002,10.0,7.51,8.90625,9.25,9.085,5.0,Fase 2 (5° e 6° ano),-1,9.0,9.5,,0,Fase 1,3.05,1.3000000000000007,0.4746250000000014,-5.0,0,0,0,7.52,6.2,8.7,Defasagem leve,,,,,False
734,2022,0,0,0,10,10.0,0,Menina,Feminino,2022,Escola Pública,publica,sem_subtipo,0,Ágata,6.952,9.5,7.2,5.6,,7.3,7.417,5.0,Fase 2 (5º e 6º ano),-2,8.0,6.5,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,-0.39999999999999947,0.7999999999999998,1.0,1,True
734,2023,1,FASE 1,0,11,11.0,0,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Ametista,7.305908333,8.5,8.0,7.52,7.34375,6.9,7.446666667,5.0,Fase 2 (5° e 6° ano),-1,6.8,7.0,,0,Fase 1,-0.39999999999999947,0.7999999999999998,0.3539083329999997,0.0,1,0,0,5.6,7.3,7.2,Defasagem leve,,,,,False
735,2022,0,0,0,10,10.0,0,Menina,Feminino,2021,Escola Pública,publica,sem_subtipo,0,Ametista,7.485,9.0,9.0,5.6,,7.3,8.583,5.0,Fase 2 (5º e 6º ano),-2,7.8,6.7,,0,Alfa,,,,,0,0,0,,,,Defasagem moderada/severa,0.7999999999999998,0.0,1.0,0,True
