id_aluno,ano_ref,fase,idade,defasagem,ida,ieg,iaa,ips,ipp,ipv,ian,matematica,portugues,ingles,risco_defasagem_futuro
166,2023,5,15,0,8.1,8.9,7.5,6.26,8.4375,7.4625,10.0,7.0,7.2,10.0,0
167,2022,4,16,-2,7.9,9.7,9.2,5.6,,7.833,5.0,9.3,8.0,6.3,0
167,2023,5,17,-2,7.9,9.9,8.8,5.0,7.96875,7.8375,5.0,8.3,7.2,8.3,1
168,2022,4,15,-1,5.9,8.3,7.9,6.3,,7.083,5.0,4.7,8.2,5.0,1
168,2023,5,16,0,4.7,9.6,0.0,6.89,6.5625,6.4225,10.0,4.3,3.0,6.7,1
169,2022,4,15,-1,3.2,5.1,7.5,6.3,,4.792,5.0,1.3,4.5,3.8,1
170,2022,4,14,0,4.9,9.2,8.3,5.6,,5.792,10.0,3.7,6.7,4.3,1
170,2023,3,15,-2,7.2,8.9,8.8,2.52,6.875,7.6725,5.0,6.3,8.7,6.5,1
171,2022,4,16,-2,5.5,6.8,7.5,7.5,,6.875,5.0,3.0,8.0,,1
171,2023,5,17,-2,5.2,7.2,7.5,5.0,7.1875,6.755,5.0,4.5,4.8,6.2,0
172,2022,4,14,0,7.3,8.9,9.2,9.4,,8.917,10.0,6.0,7.7,8.1,0
172,2023,7,15,2,,,0.0,3.77,,,10.0,,,,1
173,2022,4,17,-3,7.9,9.2,8.3,6.9,,9.25,2.5,9.0,7.5,7.1,1
173,2023,5,18,-2,8.1,8.5,9.2,6.26,8.125,7.8775,5.0,9.0,6.2,9.2,1
174,2022,4,15,-1,4.4,6.2,7.9,7.5,,6.042,5.0,4.0,5.3,3.8,1
174,2023,4,16,-2,5.1,5.6,7.9,5.0,7.5,7.2125,5.0,3.7,7.3,4.3,1
175,2022,4,15,-1,5.9,9.2,8.3,5.6,,5.833,5.0,4.7,7.2,5.9,1
175,2023,5,16,-1,4.8,9.2,8.8,2.52,7.1875,7.085,5.0,5.0,5.0,4.5,0
176,2022,3,13,0,6.9,9.1,9.6,5.6,,9.083,10.0,5.1,6.8,8.7,0
176,2023,4,14,0,8.0,9.5,9.6,2.52,8.125,9.0025,10.0,7.3,7.3,9.3,0
177,2022,3,13,0,6.8,8.8,7.9,4.4,,6.958,10.0,6.0,7.5,,1
178,2022,3,13,0,6.3,8.8,0.0,4.4,,8.458,10.0,6.2,5.3,7.3,1
178,2023,4,14,0,5.9,8.7,7.9,2.52,7.65625,8.42,10.0,6.3,5.8,5.5,1
179,2022,3,12,0,6.1,9.2,7.5,7.5,,8.042,10.0,3.7,6.7,8.0,0
179,2023,3,13,0,6.4,9.4,8.8,7.52,8.59375,8.9225,10.0,8.7,6.3,4.3,0
180,2022,3,12,0,8.1,8.3,9.2,6.3,,8.625,10.0,7.7,8.3,8.3,1
180,2023,4,13,1,8.0,9.4,9.2,2.52,8.4375,8.92,10.0,8.3,7.3,8.5,0
181,2022,3,13,0,6.8,9.5,9.2,8.8,,8.458,10.0,6.8,7.3,6.2,1
181,2023,4,14,0,6.8,8.3,9.6,2.52,7.96875,8.2525,10.0,8.3,6.5,5.5,1
182,2022,3,16,-3,4.1,8.0,7.5,7.5,,6.958,2.5,1.3,5.7,5.4,1
183,2022,3,13,0,3.8,8.8,8.3,7.5,,7.25,10.0,0.0,7.5,,1
183,2023,3,14,-1,7.7,9.7,7.9,2.52,7.96875,8.795,5.0,7.0,8.0,8.2,1
184,2022,3,16,-3,7.2,7.7,8.8,7.5,,8.0,2.5,5.0,7.3,9.3,1
184,2023,4,13,1,7.1,9.5,7.9,7.52,8.59375,8.5025,10.0,7.3,6.3,7.8,1
185,2022,3,15,-2,4.5,7.7,7.9,7.5,,6.875,5.0,3.3,5.7,4.5,1
186,2022,3,13,0,6.6,8.5,8.3,7.5,,7.5,10.0,6.0,5.7,8.0,0
186,2023,4,14,0,6.9,9.7,7.5,2.52,7.96875,8.46,10.0,6.8,7.0,7.0,1
187,2022,3,12,0,5.8,8.9,8.8,7.5,,7.917,10.0,5.3,7.2,4.8,0
187,2023,3,13,0,6.9,9.9,7.5,2.52,7.96875,8.255,10.0,7.3,8.7,4.7,1
188,2022,3,14,-1,2.7,6.1,0.0,7.5,,7.583,5.0,3.0,3.2,2.0,1
189,2022,3,14,-1,7.2,9.7,10.0,5.0,,7.333,5.0,6.3,7.2,8.0,1
189,2023,4,15,0,6.5,9.4,7.9,2.52,8.28125,8.3775,10.0,6.3,6.5,6.7,0
190,2022,3,13,0,6.3,6.9,6.7,8.8,,7.25,10.0,5.0,7.5,,1
190,2023,3,14,-1,5.7,9.5,7.9,2.52,7.65625,7.9575,5.0,5.8,5.2,6.0,1
191,2022,3,13,0,7.2,9.4,10.0,8.8,,8.5,10.0,8.0,7.2,6.3,0
191,2023,4,14,0,7.8,9.7,0.0,2.52,8.125,8.4625,10.0,8.7,7.0,7.8,1
192,2022,3,15,-2,2.7,3.6,8.8,7.5,,4.708,5.0,1.7,4.7,1.7,0
192,2023,4,16,-2,6.5,6.2,8.8,5.0,7.1875,7.3775,5.0,6.0,5.8,7.8,0
193,2022,3,12,0,6.7,8.9,9.2,5.6,,8.5,10.0,5.0,6.3,8.7,1
193,2023,4,13,1,6.5,9.4,8.3,2.52,8.125,8.17,10.0,6.0,6.3,7.3,0
194,2022,3,14,-1,3.2,6.2,0.0,5.0,,3.75,5.0,3.7,5.8,0.0,1
195,2022,3,13,0,6.3,9.2,8.8,5.0,,8.25,10.0,6.8,6.3,5.8,1
195,2023,4,14,0,6.0,9.2,7.1,2.52,8.4375,8.79,10.0,6.3,6.2,5.5,0
196,2022,3,12,0,5.1,9.1,9.2,7.5,,8.625,10.0,4.0,6.0,5.3,1
196,2023,4,13,1,6.2,9.0,7.9,2.52,8.28125,8.2125,10.0,7.0,6.0,5.7,0
197,2022,3,13,0,7.3,9.7,8.8,4.4,,8.292,10.0,6.0,7.5,8.3,1
197,2023,4,14,1,7.2,9.8,8.3,2.52,7.96875,8.46,10.0,7.0,7.3,7.2,1
198,2022,3,13,0,4.6,6.2,0.0,5.0,,5.958,10.0,5.2,5.8,2.8,1
199,2022,3,13,0,7.5,7.1,8.3,7.5,,6.458,10.0,5.7,7.8,9.0,1
199,2023,3,14,-1,8.5,7.6,9.2,7.51,7.96875,8.505,5.0,8.2,8.2,9.2,1
200,2022,3,15,-2,5.5,5.6,7.9,4.4,,4.917,5.0,4.7,5.0,6.8,1
200,2023,4,16,-2,4.3,4.5,9.6,2.52,7.5,7.17,5.0,4.3,4.2,4.5,1
201,2022,3,15,-2,6.5,7.3,7.9,7.5,,7.542,5.0,6.0,7.2,6.3,1
202,2022,3,14,-1,5.4,5.2,0.0,4.4,,6.917,5.0,6.3,5.8,4.2,0
202,2023,4,15,-1,5.9,7.9,8.8,2.52,7.96875,8.005,5.0,6.3,4.8,6.7,1
203,2022,3,14,-1,2.8,4.3,8.8,7.5,,6.875,5.0,2.3,3.5,2.5,1
204,2022,3,13,0,7.4,6.7,7.9,4.4,,5.708,10.0,5.3,8.5,8.5,1
204,2023,4,14,0,7.1,7.9,8.8,2.52,8.28125,8.045,10.0,4.7,8.0,8.5,1
205,2022,3,14,-1,4.1,3.8,9.6,7.5,,4.833,5.0,5.7,1.7,5.0,0
205,2023,4,15,-1,6.6,7.6,9.6,4.38,7.03125,7.09,5.0,7.0,5.5,7.3,1
206,2022,3,12,0,5.0,8.8,8.3,7.5,,5.167,10.0,4.0,6.0,,1
207,2022,3,16,-3,5.8,4.8,0.0,7.5,,5.708,2.5,5.3,4.0,8.0,1
208,2022,3,14,-1,6.1,7.1,7.5,7.5,,6.417,5.0,5.0,7.5,5.8,1
209,2022,3,14,-1,6.0,4.8,0.0,5.6,,3.75,5.0,5.0,5.2,7.8,1
210,2022,3,14,-1,3.4,5.1,0.0,7.5,,4.417,5.0,2.7,5.3,2.3,1
211,2022,3,13,0,7.6,8.8,9.2,7.5,,8.458,10.0,6.7,7.5,8.5,1
211,2023,4,14,0,7.1,9.4,9.6,2.52,7.65625,8.71,10.0,7.7,8.0,5.7,1
212,2022,3,14,-1,6.2,8.4,9.6,7.5,,6.958,5.0,4.8,5.8,7.8,1
213,2022,3,13,0,3.5,8.7,9.6,7.5,,6.833,10.0,5.0,2.0,,1
214,2022,3,15,-2,4.3,6.1,0.0,7.5,,5.125,5.0,5.0,3.5,,1
215,2022,3,13,0,7.8,5.8,6.7,7.5,,6.542,10.0,5.7,7.7,10.0,1
215,2023,4,14,0,6.9,6.6,8.8,2.52,7.96875,7.7125,10.0,5.7,6.7,8.3,1
216,2022,3,13,0,7.0,8.5,7.9,7.5,,5.583,10.0,5.3,6.5,9.2,1
217,2022,3,15,-2,7.1,8.5,7.9,7.5,,7.292,5.0,6.3,7.2,7.7,1
217,2023,4,16,-1,5.6,8.6,8.3,2.52,8.4375,8.5025,5.0,6.7,5.3,4.8,0
218,2022,3,14,-1,4.0,7.3,6.3,7.5,,6.125,5.0,5.0,7.0,0.0,1
218,2023,4,15,-1,6.7,6.7,0.0,2.52,7.96875,7.88,5.0,5.7,7.0,7.5,1
219,2022,3,16,-3,3.5,6.9,8.8,7.5,,6.375,2.5,4.0,4.8,1.7,1
220,2022,3,13,0,6.5,8.1,0.0,7.5,,7.833,10.0,6.8,6.8,5.8,1
220,2023,4,14,0,6.1,7.6,8.8,2.52,7.1875,7.5475,10.0,6.3,5.8,6.3,0
221,2022,3,14,-1,5.2,8.5,9.6,7.5,,6.0,5.0,7.0,3.5,5.0,1
221,2023,3,15,-2,5.0,9.0,9.6,5.0,7.1875,7.38,5.0,5.5,4.8,4.8,1
222,2022,3,15,-2,6.2,4.6,7.1,7.5,,4.917,5.0,5.0,7.5,6.0,1
223,2022,3,13,0,3.1,4.6,0.0,7.5,,5.583,10.0,4.3,4.7,0.2,1
223,2023,3,14,-1,3.8,4.5,0.0,7.52,7.5,7.1725,5.0,5.5,4.0,1.8,1
224,2022,3,13,0,2.6,4.3,9.6,7.5,,4.875,10.0,5.0,2.7,0.0,1
225,2022,3,14,-1,5.0,5.3,8.3,7.5,,5.708,5.0,3.0,7.0,,1
226,2022,3,14,-1,6.8,6.1,7.5,7.5,,6.208,5.0,7.0,6.5,,1
227,2022,3,12,0,3.3,6.4,9.2,7.5,,5.833,10.0,4.7,4.3,1.0,0
227,2023,3,13,0,6.9,7.5,9.6,5.63,8.28125,7.4625,10.0,7.2,6.5,7.0,1
228,2022,3,15,-2,4.8,6.7,7.5,7.5,,6.417,5.0,3.0,6.0,5.3,1
229,2022,3,12,0,6.9,9.4,10.0,7.5,,8.5,10.0,7.0,6.7,7.2,0
229,2023,4,13,1,7.8,9.8,9.2,2.52,8.28125,8.42,10.0,8.0,8.2,7.3,0
230,2022,3,14,-1,5.7,5.1,7.9,7.5,,6.75,5.0,3.7,4.3,9.0,1
231,2022,3,14,-1,3.8,7.4,8.8,7.5,,5.333,5.0,3.0,4.5,,1
232,2022,3,12,0,0.0,4.9,0.0,7.5,,4.542,10.0,0.0,0.0,,1
233,2022,3,14,-1,3.8,7.4,7.9,7.5,,5.5,5.0,3.0,4.5,,1
234,2022,3,13,0,4.3,7.6,10.0,5.6,,5.583,10.0,3.7,6.3,2.8,0
234,2023,3,14,0,5.6,8.0,6.7,2.52,4.84375,5.595,10.0,6.3,5.3,5.3,1
235,2022,3,14,-1,6.3,7.3,8.3,7.5,,6.417,5.0,7.0,5.5,,1
236,2022,3,12,0,3.7,7.5,9.6,7.5,,7.208,10.0,4.0,4.0,3.0,0
236,2023,3,13,0,4.5,7.5,10.0,7.52,7.1875,7.2975,10.0,6.3,4.0,3.3,0
237,2022,3,14,-1,7.8,9.0,10.0,7.5,,8.417,5.0,6.8,7.7,8.8,1
237,2023,4,15,-1,6.7,9.5,8.3,2.52,8.125,8.96,5.0,7.7,7.0,5.5,0
238,2022,3,14,-1,5.1,6.4,8.8,5.0,,7.208,5.0,4.3,6.5,4.5,1
239,2022,3,15,-2,3.7,3.7,0.0,7.5,,5.958,5.0,2.0,4.7,4.5,0
239,2023,4,16,-2,7.0,8.4,0.0,5.0,8.125,7.6275,5.0,6.0,7.2,7.7,1
240,2022,3,13,0,4.7,8.1,7.1,5.0,,7.042,10.0,6.3,5.0,2.8,1
240,2023,4,14,0,4.8,6.7,7.1,2.52,6.875,6.9175,10.0,7.0,3.3,4.2,1
241,2022,3,14,-1,7.7,10.0,10.0,7.5,,9.125,5.0,8.2,7.5,7.3,1
241,2023,4,15,-1,7.5,9.9,0.0,2.52,8.75,9.545,5.0,9.3,7.0,6.2,1
242,2022,3,13,0,8.2,9.7,9.6,5.6,,8.708,10.0,8.7,7.2,8.7,1
242,2023,4,14,0,7.9,9.7,7.1,2.52,8.59375,9.3775,10.0,9.3,7.3,7.2,1
243,2022,3,15,-2,6.0,8.7,7.1,5.0,,7.875,5.0,5.0,5.3,7.7,1
244,2022,3,12,0,7.8,9.4,7.5,6.3,,9.208,10.0,6.7,8.0,8.7,1
244,2023,4,13,1,7.3,8.8,0.0,2.52,8.125,8.8325,10.0,7.0,8.0,6.8,0
245,2022,3,14,-1,8.4,9.9,10.0,7.5,,9.25,5.0,8.3,8.2,8.8,1
245,2023,4,15,-1,8.1,10.0,0.0,2.52,8.75,9.5875,5.0,9.3,7.8,7.3,1
246,2022,3,13,0,7.6,9.4,8.3,7.5,,9.167,10.0,8.0,6.7,8.0,1
246,2023,4,14,0,6.8,9.9,8.8,4.39,8.125,8.9175,10.0,7.7,7.0,5.8,1
247,2022,3,13,0,5.8,8.2,8.3,7.5,,7.875,10.0,5.3,5.7,6.3,0
247,2023,3,14,0,7.2,8.5,0.0,7.52,8.28125,7.5425,10.0,6.5,6.7,8.3,1
248,2022,3,13,0,5.2,7.6,9.2,7.5,,7.292,10.0,4.0,5.5,6.0,1
249,2022,3,14,-1,2.9,7.4,6.7,5.0,,4.292,5.0,2.3,4.2,2.2,1
249,2023,3,15,-2,4.9,8.2,0.0,5.0,5.15625,6.545,5.0,6.2,5.3,3.2,1
250,2022,3,12,0,6.6,8.6,8.3,7.5,,7.625,10.0,6.7,6.5,6.7,0
250,2023,3,13,0,8.3,9.3,0.0,5.63,7.96875,8.625,10.0,7.7,8.8,8.3,0
251,2022,3,15,-2,6.3,8.1,10.0,5.6,,6.625,5.0,5.3,6.3,7.2,1
251,2023,4,16,-1,5.3,8.0,9.6,2.52,7.34375,7.835,5.0,5.0,5.5,5.3,1
252,2022,3,14,-1,0.9,2.8,9.2,7.5,,3.875,5.0,1.3,1.2,0.2,1
253,2022,3,15,-2,1.8,3.6,9.2,5.0,,3.75,5.0,1.0,3.7,0.7,1
254,2022,3,14,-1,5.3,7.4,10.0,5.6,,6.917,5.0,5.0,6.8,4.0,0
254,2023,4,15,-1,5.9,8.8,9.6,,7.8125,7.71,5.0,5.7,5.7,6.2,1
255,2022,3,14,-1,1.3,3.8,7.5,5.0,,5.542,5.0,1.0,2.3,0.5,1
256,2022,3,12,0,5.2,8.5,8.8,5.0,,6.708,10.0,5.3,6.7,3.5,1
257,2022,3,14,-1,3.6,6.4,0.0,5.6,,6.708,5.0,4.0,5.2,1.5,1
258,2022,3,12,0,4.8,7.3,10.0,5.6,,6.125,10.0,2.7,6.2,5.5,1
259,2022,3,16,-3,0.9,2.9,8.8,7.5,,4.625,2.5,0.0,2.7,0.2,1
260,2022,3,13,0,5.0,8.2,10.0,7.5,,6.458,10.0,5.7,5.2,4.2,0
260,2023,3,14,0,6.1,9.9,9.2,7.52,7.34375,7.4175,10.0,6.3,5.2,6.7,1
261,2022,3,14,-1,5.8,7.2,8.8,5.6,,7.042,5.0,6.2,5.8,5.5,1
262,2022,3,15,-2,3.4,5.8,0.0,5.6,,5.625,5.0,1.3,5.5,3.5,1
262,2023,4,16,-2,3.8,3.7,0.0,5.0,7.03125,6.05,5.0,5.0,3.3,3.0,0
263,2022,3,15,-2,3.7,5.6,5.8,7.5,,4.417,5.0,3.0,2.8,5.4,1
264,2022,3,15,-2,5.8,9.2,10.0,5.6,,6.625,5.0,6.0,5.5,,1
265,2022,3,13,0,6.9,7.7,8.3,7.5,,7.917,10.0,5.3,7.0,8.5,0
265,2023,4,14,0,7.0,8.7,8.3,,7.96875,7.88,10.0,7.3,6.8,6.8,1
266,2022,3,16,-3,6.0,5.8,7.5,5.6,,6.583,2.5,5.0,6.7,6.3,1
267,2022,3,15,-2,3.3,7.4,10.0,5.0,,6.292,5.0,2.3,4.8,2.7,1
267,2023,4,16,-2,2.7,7.7,7.9,,4.6875,6.505,5.0,2.7,4.0,1.3,1
268,2022,3,14,-1,5.7,6.7,9.2,6.3,,7.208,5.0,7.0,6.8,3.2,1
269,2022,3,13,0,8.9,8.6,9.2,6.3,,7.25,10.0,8.7,9.5,8.5,1
269,2023,4,14,0,7.4,9.0,9.6,2.52,8.59375,8.7975,10.0,8.0,7.3,7.0,0
270,2022,3,13,0,7.9,8.4,8.3,6.9,,8.125,10.0,8.0,7.2,8.5,1
270,2023,4,14,0,6.6,9.0,9.2,2.52,8.75,9.1275,10.0,7.7,6.2,5.8,1
271,2022,3,15,-2,7.1,8.5,9.2,5.6,,6.958,5.0,6.3,6.5,8.3,1
271,2023,4,16,-2,5.9,9.3,0.0,2.52,8.125,7.7125,5.0,4.3,7.0,6.3,1
272,2022,3,14,-1,5.1,5.7,9.2,7.5,,6.417,5.0,5.0,6.8,3.5,1
273,2022,3,14,-1,3.0,5.3,9.2,7.5,,5.833,5.0,3.8,4.7,0.5,0
273,2023,3,15,-1,5.0,7.4,7.9,2.52,7.8125,7.6275,5.0,5.3,6.8,3.0,1
274,2022,3,11,1,8.1,8.3,7.9,7.5,,7.0,10.0,8.1,9.3,7.0,1
274,2023,4,12,1,7.5,9.5,7.5,5.63,7.65625,8.295,10.0,7.0,7.7,7.8,0
275,2022,3,15,-2,4.6,6.9,9.6,7.5,,6.667,5.0,5.0,6.0,2.7,1
276,2022,3,14,-1,4.3,5.7,7.1,5.6,,5.125,5.0,3.7,6.0,3.3,0
276,2023,4,15,0,5.5,8.5,6.3,2.52,7.03125,6.585,10.0,3.7,4.7,8.0,1
277,2022,3,14,-1,7.4,8.8,7.1,7.5,,7.208,5.0,7.2,7.0,8.2,1
277,2023,4,15,-1,5.5,9.9,8.3,7.52,8.125,8.7525,5.0,5.7,6.0,4.8,1
278,2022,3,12,0,6.0,9.2,8.8,5.6,,7.417,10.0,5.7,5.8,6.4,1
278,2023,4,13,1,5.6,9.8,0.0,5.63,8.75,8.3775,10.0,6.0,5.3,5.5,0
279,2022,3,13,0,9.1,9.9,9.2,6.3,,8.208,10.0,9.7,8.3,9.3,1
279,2023,4,14,0,8.9,10.0,8.8,6.27,8.75,9.2125,10.0,9.0,8.5,9.3,0
280,2022,3,13,0,7.1,9.2,7.5,7.5,,7.333,10.0,5.7,7.0,8.7,1
280,2023,4,14,0,6.5,9.5,6.7,7.52,8.28125,8.7125,10.0,6.3,7.7,5.5,0
281,2022,3,13,0,5.9,6.9,6.7,7.5,,5.625,10.0,5.0,6.8,6.0,1
282,2022,3,13,0,4.0,6.8,8.8,7.5,,5.625,10.0,4.7,6.3,1.0,1
283,2022,3,14,-1,5.6,8.8,9.6,7.5,,6.625,5.0,4.5,5.8,6.6,1
283,2023,3,15,-2,6.8,9.5,8.3,7.52,7.03125,7.5025,5.0,6.8,4.8,8.8,0
284,2022,3,13,0,3.8,5.1,6.7,5.6,,5.958,10.0,7.0,4.5,0.0,1
285,2022,3,16,-3,2.8,4.1,9.2,7.5,,5.75,2.5,4.0,3.2,1.2,0
285,2023,4,17,-3,4.7,4.6,8.3,2.52,7.65625,7.13,2.5,4.0,6.0,4.0,1
286,2022,3,15,-2,3.0,5.8,7.1,6.3,,5.625,5.0,4.7,2.3,2.0,0
286,2023,4,16,-1,4.7,7.5,0.0,5.0,8.125,7.3375,5.0,3.7,5.0,5.3,1
287,2022,3,17,-4,1.1,3.4,7.9,5.0,,4.292,2.5,0.7,2.5,0.2,0
287,2023,4,18,-4,3.9,4.8,0.0,2.52,4.21875,5.375,2.5,3.0,2.3,6.5,1
288,2022,3,16,-3,0.0,5.6,0.0,6.3,,6.833,2.5,,,,1
289,2022,3,14,-1,6.8,7.8,0.0,6.3,,7.25,5.0,5.3,7.5,7.5,1
290,2022,3,17,-4,1.7,3.9,10.0,6.3,,6.042,2.5,1.0,2.3,1.8,1
291,2022,3,13,0,8.0,8.2,8.3,6.9,,7.792,10.0,8.0,7.5,8.5,1
291,2023,4,14,0,7.1,8.6,8.8,7.52,8.90625,9.21,10.0,8.0,6.5,6.7,1
292,2022,3,16,-3,1.8,3.7,7.9,7.5,,6.292,2.5,0.0,5.0,0.5,1
293,2022,3,13,0,2.3,2.9,8.8,7.5,,3.333,10.0,2.0,3.8,1.0,1
294,2022,3,18,-5,0.0,5.8,9.6,7.5,,5.917,2.5,,,,1
295,2022,3,14,-1,6.9,8.0,7.9,7.5,,7.375,5.0,5.3,7.7,7.7,0
295,2023,4,15,-1,7.7,8.8,8.8,2.52,9.0625,9.005,5.0,7.3,7.2,8.7,1
296,2022,3,15,-2,2.8,3.6,8.8,7.5,,3.833,5.0,5.7,2.7,0.2,1
297,2022,3,13,0,6.6,7.9,7.1,6.3,,7.417,10.0,6.3,5.3,8.2,1
298,2022,3,13,0,5.2,6.3,9.2,5.6,,5.417,10.0,5.5,4.8,,1
298,2023,3,14,-1,5.5,8.6,9.6,2.52,7.5,7.7525,5.0,7.7,4.5,4.2,1
299,2022,3,13,0,6.8,8.2,7.1,5.0,,6.708,10.0,6.3,7.3,6.7,1
299,2023,4,14,0,6.1,9.6,0.0,2.52,7.96875,8.005,10.0,5.0,7.2,6.2,1
300,2022,3,14,-1,3.1,6.9,5.4,6.3,,5.875,5.0,2.7,4.8,1.7,1
300,2023,3,15,-2,4.5,7.5,5.0,2.52,6.40625,6.5875,5.0,4.5,5.3,3.8,1
301,2022,3,13,0,6.3,5.8,8.8,5.6,,6.042,10.0,6.5,7.2,5.4,1
301,2023,4,14,0,5.2,5.4,9.2,7.52,6.71875,6.465,10.0,4.7,6.5,4.5,0
302,2022,3,16,-3,4.8,7.7,9.2,6.9,,6.208,2.5,4.3,5.0,5.0,1
302,2023,5,17,-2,4.3,7.3,0.0,5.0,7.5,6.255,5.0,4.7,2.3,5.8,1
303,2022,3,14,-1,3.9,7.2,7.5,7.5,,5.375,5.0,3.8,4.0,,1
303,2023,3,15,-2,5.1,7.3,0.0,7.52,7.65625,7.05,5.0,5.7,5.2,4.5,1
304,2022,3,15,-2,4.3,7.7,8.8,7.5,,5.542,5.0,3.0,5.5,,0
304,2023,3,16,-2,5.7,8.8,0.0,5.0,7.8125,7.835,5.0,7.0,3.7,6.3,1
305,2022,3,14,-1,4.8,6.6,7.9,7.5,,5.208,5.0,2.8,6.7,,1
305,2023,3,15,-2,5.2,8.9,0.0,7.52,7.65625,7.75,5.0,5.2,4.8,5.7,1
306,2022,3,14,-1,5.2,6.8,8.3,7.5,,5.958,5.0,4.7,5.8,5.0,1
306,2023,4,15,-1,4.0,7.9,0.0,6.26,7.34375,7.46,5.0,4.7,4.5,2.8,1
307,2022,3,14,-1,2.5,4.5,5.4,7.5,,4.708,5.0,5.0,0.0,,1
307,2023,3,15,-2,6.3,6.5,0.0,7.52,7.5,7.46,5.0,6.3,7.3,5.2,1
308,2022,3,13,0,5.0,7.4,7.9,6.9,,6.167,10.0,6.7,5.5,2.8,1
308,2023,4,14,0,4.9,6.8,5.4,5.0,7.03125,7.5025,10.0,4.7,5.2,4.7,0
309,2022,3,14,-1,6.5,5.2,9.2,7.5,,5.083,5.0,7.0,6.0,,1
310,2022,3,15,-2,4.5,7.5,7.9,7.5,,6.0,5.0,3.7,3.8,6.0,1
311,2022,3,16,-3,5.2,5.6,7.9,5.0,,6.222,2.5,5.0,6.2,4.3,1
312,2022,3,13,0,5.2,8.1,9.6,7.5,,6.167,10.0,6.0,4.5,5.0,1
313,2022,3,14,-1,4.1,7.0,7.5,5.0,,5.889,5.0,4.7,5.0,2.5,1
313,2023,4,15,0,3.9,8.7,9.2,2.52,7.65625,7.75,10.0,4.0,2.8,5.0,1
314,2022,3,13,0,5.3,5.4,5.4,5.0,,6.0,10.0,4.3,3.3,8.3,1
315,2022,3,13,0,3.0,5.1,6.7,7.5,,5.056,10.0,3.0,4.2,1.8,1
315,2023,3,14,-1,6.3,6.8,0.0,5.0,7.96875,7.8375,5.0,5.7,6.8,6.3,1
316,2022,3,14,-1,6.1,10.0,10.0,6.9,,8.389,5.0,7.0,6.5,4.7,1
316,2023,4,15,0,5.7,9.5,10.0,7.52,8.59375,8.96,10.0,6.3,5.7,5.0,0
317,2022,3,13,0,6.8,5.6,8.8,7.5,,5.944,10.0,4.7,5.7,10.0,1
318,2022,3,14,-1,5.8,6.9,8.3,6.9,,6.111,5.0,4.3,5.8,7.3,1
318,2023,4,15,-1,4.9,8.1,7.9,6.26,7.96875,7.71,5.0,5.0,5.0,4.7,1
319,2022,3,13,0,5.2,7.7,9.2,7.5,,7.5,10.0,6.3,4.3,5.0,0
319,2023,4,14,0,7.2,9.2,9.6,5.0,8.59375,8.88,10.0,5.7,5.8,10.0,1
320,2022,3,14,-1,6.4,10.0,8.8,6.9,,8.667,5.0,7.3,6.3,5.7,1
320,2023,4,15,0,5.5,9.9,9.2,7.52,8.59375,8.96,10.0,5.7,6.0,4.7,0
321,2022,3,12,0,5.2,9.1,9.2,5.6,,8.278,10.0,5.7,6.2,3.7,0
321,2023,4,13,1,6.2,9.4,8.3,2.52,8.125,8.42,10.0,6.0,5.8,6.7,0
322,2022,3,13,0,4.7,8.1,7.1,5.0,,6.778,10.0,4.3,5.7,4.0,0
322,2023,4,14,0,5.3,8.3,6.7,2.52,7.96875,8.045,10.0,4.0,5.5,6.3,1
323,2022,3,13,0,3.4,7.3,9.2,7.5,,6.611,10.0,7.3,2.5,0.5,1
324,2022,2,10,0,6.8,9.3,10.0,6.9,,8.611,10.0,6.3,7.2,,1
324,2023,2,11,0,8.4,9.0,5.8,2.52,8.125,7.5875,10.0,8.0,8.7,,1
325,2022,2,10,0,6.0,6.8,9.5,7.5,,8.444,10.0,6.0,6.0,,1
325,2023,2,11,0,5.6,7.1,0.0,5.0,8.125,7.0025,10.0,3.8,7.3,,0
326,2022,2,12,-1,9.0,9.7,10.0,5.0,,8.944,5.0,8.7,9.3,,1
326,2023,3,13,0,8.2,9.4,9.6,3.14,9.0625,9.76,10.0,8.3,7.5,8.8,1
327,2022,2,11,0,2.8,8.8,8.5,7.5,,7.333,10.0,2.3,3.2,,1
328,2022,2,12,-1,5.3,7.0,10.0,7.5,,7.5,5.0,4.0,6.5,,1
329,2022,2,11,0,5.0,6.9,7.4,4.4,,5.778,10.0,3.0,7.0,,1
330,2022,2,14,-2,2.5,8.8,9.5,7.5,,7.056,5.0,2.3,2.7,,1
330,2023,3,15,-2,3.3,7.2,9.6,6.89,6.71875,5.8275,5.0,3.8,3.8,2.3,1
331,2022,2,12,-1,3.7,8.7,9.0,7.5,,6.944,5.0,2.3,5.0,,1
331,2023,3,13,0,5.2,8.6,9.6,2.52,7.03125,6.7975,10.0,5.7,4.8,5.2,1
332,2022,2,13,-1,7.5,9.0,9.5,8.1,,8.5,5.0,7.5,7.5,,1
332,2023,3,14,-1,6.8,8.4,9.2,8.76,8.28125,9.175,5.0,6.3,7.7,6.5,1
333,2022,2,14,-2,2.9,5.8,8.0,3.8,,6.722,5.0,0.2,5.7,,1
334,2022,2,11,0,8.0,9.2,6.9,4.4,,8.722,10.0,7.0,9.0,,1
335,2022,2,10,0,7.4,9.4,9.5,7.5,,6.833,10.0,5.8,9.0,,1
336,2022,2,13,-1,5.1,8.5,9.5,4.4,,7.889,5.0,4.5,5.7,,1
