id_aluno,ano_ref,fase,idade,defasagem,ida,ieg,iaa,ips,ipp,ipv,ian,matematica,portugues,ingles,risco_defasagem_futuro
495,2023,2,12,-1,7.4,8.4,9.0,2.52,8.541666667,8.755,5.0,6.0,8.8,,1
496,2022,1,11,-1,5.7,6.8,8.5,7.5,,7.556,5.0,5.8,5.5,,0
496,2023,2,12,-1,8.3,7.1,0.0,5.0,7.916666667,8.71,5.0,7.5,9.0,,1
497,2022,1,13,-2,5.1,9.2,6.9,5.0,,5.833,5.0,4.2,6.0,,1
497,2023,2,14,-2,3.5,8.7,5.3,2.52,6.25,6.885,5.0,1.7,5.3,,1
498,2022,1,11,-1,8.8,8.8,8.5,7.5,,7.556,5.0,8.0,9.5,,1
499,2022,1,10,-1,8.2,10.0,8.5,7.5,,7.444,5.0,8.2,8.2,,1
499,2023,2,11,0,6.6,10.0,7.9,2.52,8.75,8.2975,10.0,5.3,7.8,,1
500,2022,1,10,-1,9.5,10.0,9.0,7.5,,7.889,5.0,9.5,9.5,,1
500,2023,2,11,0,7.9,10.0,9.5,2.52,8.958333333,8.7975,10.0,8.5,7.2,,1
501,2022,1,9,0,6.8,8.8,8.5,7.5,,7.333,10.0,8.0,5.7,,1
501,2023,1,10,-1,8.9,8.4,7.0,7.52,8.541666667,9.396666667,5.0,9.2,8.5,,1
502,2022,1,8,1,7.4,9.7,9.5,7.5,,7.778,10.0,6.7,8.2,,1
502,2023,1,9,0,8.0,9.8,8.5,7.52,7.96875,8.95,10.0,6.7,9.3,,1
503,2022,1,10,-1,8.8,10.0,8.5,7.5,,7.5,5.0,8.7,9.0,,1
503,2023,2,11,0,8.7,10.0,9.5,2.52,8.75,8.255,10.0,8.7,8.7,,1
504,2022,1,9,0,8.0,8.9,8.5,7.5,,7.556,10.0,7.8,8.2,,1
504,2023,1,10,0,7.9,8.3,8.0,7.52,7.5,8.836666667,10.0,6.5,9.2,,1
505,2022,1,11,-1,8.4,8.0,9.5,7.5,,7.556,5.0,8.2,8.7,,1
506,2022,1,12,-2,7.2,7.3,9.5,7.5,,7.278,5.0,8.3,6.0,,0
506,2023,2,13,-1,8.5,8.1,9.5,5.0,8.958333333,7.92,5.0,7.3,9.7,,1
507,2022,1,11,-1,7.4,10.0,8.5,7.5,,7.222,5.0,7.3,7.5,,1
508,2022,1,10,-1,4.5,7.4,8.0,7.5,,7.556,5.0,0.0,9.0,,0
508,2023,2,11,0,7.5,8.6,6.4,2.52,8.333333333,8.6725,10.0,6.2,8.7,,1
509,2022,1,12,-2,9.2,8.2,9.0,7.5,,7.833,5.0,9.3,9.0,,1
509,2023,2,13,-1,8.6,8.1,8.5,2.52,8.958333333,8.84,5.0,8.2,9.0,,1
510,2022,1,12,-2,7.1,9.3,8.0,7.5,,7.056,5.0,5.8,8.3,,1
511,2022,1,10,-1,5.3,10.0,8.0,7.5,,7.056,5.0,2.0,8.5,,1
512,2022,1,10,-1,6.2,9.3,9.0,7.5,,7.722,5.0,5.3,7.0,,1
513,2022,1,9,0,8.3,9.6,9.0,5.6,,7.778,10.0,8.2,8.5,,1
513,2023,2,10,0,7.5,9.7,9.5,2.52,8.541666667,9.0075,10.0,7.2,7.8,,1
514,2022,1,9,0,4.8,9.7,8.0,7.5,,5.889,10.0,2.0,7.5,,1
514,2023,1,10,-1,5.5,7.5,7.9,2.52,5.0,5.896666667,5.0,4.2,6.8,,1
515,2022,1,12,-2,5.8,6.3,8.0,7.5,,7.556,5.0,8.5,3.2,,1
516,2022,1,9,0,9.9,9.7,10.0,7.5,,8.056,10.0,10.0,9.8,,1
516,2023,2,10,0,9.3,9.8,10.0,2.52,8.75,8.7175,10.0,9.0,9.5,,1
517,2022,1,12,-2,7.7,9.5,6.9,7.5,,7.833,5.0,7.8,7.5,,1
517,2023,2,13,-1,6.6,9.0,4.1,2.52,6.875,6.7125,5.0,4.5,8.7,,1
518,2022,1,10,-1,7.5,9.4,9.0,7.5,,7.5,5.0,6.0,9.0,,1
518,2023,2,11,0,6.7,8.5,8.5,5.0,8.125,6.9175,10.0,5.5,7.8,,1
519,2022,1,9,0,7.5,9.6,7.4,7.5,,7.333,10.0,7.0,8.0,,1
519,2023,1,10,-1,7.4,9.9,9.0,7.52,7.708333333,8.223333333,5.0,7.5,7.2,,1
520,2022,1,11,-1,6.8,6.8,10.0,7.5,,7.278,5.0,5.0,8.5,,1
521,2022,1,9,0,6.0,10.0,9.0,5.0,,7.5,10.0,5.0,7.0,,1
521,2023,1,10,-1,7.9,9.9,0.0,3.77,7.083333333,8.166666667,5.0,7.0,8.7,,1
522,2022,1,9,0,7.5,9.1,9.5,7.5,,8.167,10.0,7.0,8.0,,1
522,2023,1,10,-1,8.3,9.2,7.5,7.52,7.083333333,8.45,5.0,8.3,8.2,,0
523,2022,1,11,-1,6.5,9.5,10.0,7.5,,7.556,5.0,5.0,8.0,,1
524,2022,1,11,-1,9.1,9.4,0.0,5.0,,8.056,5.0,9.0,9.2,,1
524,2023,2,12,-1,8.9,9.2,6.4,2.52,8.333333333,7.42,5.0,9.0,8.8,,1
525,2022,1,11,-1,8.6,9.3,9.0,7.5,,8.167,5.0,8.3,8.8,,1
525,2023,2,12,-1,9.2,8.6,8.0,2.52,8.958333333,9.566666667,5.0,8.8,9.5,,1
526,2022,1,12,-2,8.0,9.9,10.0,7.5,,8.167,5.0,7.7,8.3,,1
526,2023,2,13,-1,8.8,9.8,9.5,5.0,8.75,7.7525,5.0,8.3,9.3,,1
527,2022,1,9,0,6.5,10.0,8.5,7.5,,7.5,10.0,5.0,8.0,,1
527,2023,1,10,-1,6.5,9.1,9.0,7.52,7.5,7.78,5.0,5.7,7.2,,1
528,2022,1,11,-1,4.0,6.2,0.0,7.5,,6.944,5.0,5.3,2.7,,0
528,2023,2,12,-1,8.2,8.5,9.0,5.0,8.75,7.92,5.0,7.5,8.8,,1
529,2022,1,12,-2,5.2,8.9,8.5,5.0,,6.556,5.0,3.3,7.0,,0
529,2023,1,13,-2,6.8,9.6,8.0,7.52,5.78125,6.893333333,5.0,4.8,8.7,,1
530,2022,1,10,-1,8.9,9.0,10.0,7.5,,9.056,5.0,9.0,8.8,,1
530,2023,2,11,0,5.7,8.8,10.0,5.0,7.708333333,7.46,10.0,5.8,5.5,,1
531,2022,1,10,-1,7.8,9.8,9.5,7.5,,8.167,5.0,8.7,7.0,,1
531,2023,2,11,0,7.7,10.0,9.5,2.52,8.75,8.59,10.0,6.3,9.0,,1
532,2022,1,9,0,5.5,9.7,9.5,7.5,,7.167,10.0,4.0,7.0,,1
533,2022,1,10,-1,6.0,8.8,8.5,5.6,,7.333,5.0,5.0,7.0,,1
533,2023,1,11,-1,5.8,9.3,9.0,7.52,7.5,7.613333333,5.0,4.8,6.7,,1
534,2022,1,12,-2,7.1,7.4,9.0,7.5,,7.333,5.0,6.5,7.7,,1
534,2023,2,13,-1,5.4,8.1,0.0,2.52,8.125,7.92,5.0,3.7,7.0,,1
535,2022,1,10,-1,5.1,9.2,9.0,7.5,,6.917,5.0,4.7,5.5,,0
535,2023,2,11,0,5.6,9.4,9.0,5.0,8.125,8.95,10.0,4.7,6.5,,1
536,2022,1,10,-1,6.0,8.9,9.5,5.6,,7.75,5.0,6.3,5.7,,1
536,2023,2,11,0,5.9,9.3,8.0,2.52,8.333333333,9.17,10.0,5.0,6.8,,1
537,2022,1,10,-1,4.8,9.0,9.5,4.4,,7.167,5.0,2.5,7.0,,1
538,2022,1,13,-2,6.8,7.5,8.5,5.6,,5.583,5.0,4.5,9.0,,1
538,2023,2,14,-1,4.7,8.6,7.4,2.52,7.916666667,7.39,5.0,3.5,5.8,,1
539,2022,1,11,-1,7.5,9.3,8.5,6.9,,8.417,5.0,6.8,8.2,,1
539,2023,2,12,-1,8.5,8.6,9.5,2.52,9.166666667,8.84,5.0,7.2,9.7,,1
540,2022,1,10,-1,7.0,9.5,8.5,5.6,,7.5,5.0,6.8,7.2,,1
540,2023,2,11,0,7.1,8.8,8.5,5.0,8.958333333,8.95,10.0,6.5,7.7,,1
541,2022,1,14,-3,2.5,7.8,10.0,6.9,,5.0,2.5,0.0,5.0,,1
542,2022,1,11,-1,6.5,9.8,8.0,6.3,,7.417,5.0,5.3,7.7,,1
542,2023,2,12,-1,6.3,9.7,9.5,5.0,8.75,9.006666667,5.0,5.2,7.3,,1
543,2022,1,10,-1,6.5,9.8,8.5,4.4,,7.167,5.0,5.0,8.0,,0
543,2023,2,11,0,6.5,9.8,7.8,2.52,8.75,9.006666667,10.0,5.5,7.5,,1
544,2022,1,10,-1,3.3,9.7,9.5,5.6,,6.0,5.0,1.0,5.5,,1
545,2022,1,13,-2,5.5,6.6,9.5,7.5,,7.5,5.0,4.3,6.7,,1
546,2022,1,11,-1,5.6,7.9,9.0,5.0,,7.917,5.0,3.3,7.8,,1
546,2023,2,12,-1,5.7,7.2,0.0,2.52,8.75,9.173333333,5.0,3.5,7.8,,1
547,2022,1,11,-1,7.6,9.7,9.5,5.0,,8.833,5.0,7.3,7.8,,1
547,2023,2,12,-1,6.2,9.1,0.0,2.52,8.75,8.95,5.0,5.0,7.3,,1
548,2022,1,12,-2,7.2,9.1,8.0,6.9,,7.583,5.0,5.7,8.7,,0
548,2023,2,13,-1,7.4,9.1,9.0,2.52,8.333333333,8.283333333,5.0,6.2,8.5,,1
549,2022,1,10,-1,4.2,7.9,10.0,6.9,,6.167,5.0,2.2,6.2,,0
549,2023,1,11,-1,6.4,8.1,9.5,5.02,6.875,7.5,5.0,5.5,7.2,,1
550,2022,1,12,-2,1.9,9.0,9.0,6.9,,6.25,5.0,2.0,1.8,,1
551,2022,1,12,-2,6.6,7.3,8.5,6.9,,7.333,5.0,5.0,8.2,,1
551,2023,2,13,-1,5.4,8.6,10.0,2.52,8.541666667,8.393333333,5.0,4.5,6.2,,1
552,2022,1,11,-1,5.5,8.8,9.5,5.0,,7.167,5.0,6.0,5.0,,1
552,2023,1,12,-2,6.4,5.6,0.0,3.14,6.666666667,6.89,5.0,6.5,6.2,,1
553,2022,1,11,-1,3.3,6.9,9.5,6.9,,8.167,5.0,1.0,5.7,,1
554,2022,1,12,-2,4.0,6.0,7.9,6.9,,5.75,5.0,1.7,6.3,,1
555,2022,1,12,-2,4.4,8.1,9.5,5.0,,5.167,5.0,1.8,7.0,,1
555,2023,2,13,-1,3.9,8.1,7.4,2.52,6.25,6.946666667,5.0,1.5,6.2,,1
556,2022,1,11,-1,6.4,8.8,9.0,5.0,,8.25,5.0,4.8,8.0,,0
556,2023,2,12,-1,7.2,9.6,8.5,2.52,9.166666667,9.396666667,5.0,6.5,7.8,,1
557,2022,1,10,-1,9.4,8.4,10.0,7.5,,9.333,5.0,10.0,8.8,,1
557,2023,2,11,0,8.9,8.2,10.0,5.0,9.375,9.62,10.0,8.0,9.7,,0
558,2022,1,14,-3,4.3,8.5,9.0,5.0,,4.5,2.5,0.5,8.0,,0
558,2023,2,15,-3,6.0,9.4,7.8,5.0,6.458333333,6.78,2.5,5.7,6.3,,1
559,2022,1,11,-1,7.1,9.2,9.5,7.5,,8.083,5.0,7.2,7.0,,0
559,2023,2,12,-1,7.4,9.4,10.0,5.0,8.958333333,8.506666667,5.0,6.5,8.2,,1
560,2022,1,11,-1,3.8,7.2,6.9,5.0,,3.75,5.0,3.2,4.3,,0
560,2023,2,12,-1,4.0,8.4,0.0,2.52,5.0,6.0,5.0,2.3,5.7,,1
561,2022,1,11,-1,7.4,9.0,9.0,7.5,,8.833,5.0,9.5,5.3,,1
562,2022,1,11,-1,8.0,9.0,8.0,7.5,,8.75,5.0,8.3,7.7,,1
562,2023,2,12,-1,8.7,8.5,0.0,2.52,8.541666667,8.893333333,5.0,7.7,9.7,,1
563,2022,1,11,-1,8.5,9.2,10.0,7.5,,8.833,5.0,9.0,8.0,,1
563,2023,2,12,0,6.2,9.7,6.4,2.52,8.75,8.726666667,10.0,6.0,6.3,,1
564,2022,1,13,-2,2.3,3.8,9.5,5.0,,6.833,5.0,2.5,2.0,,1
565,2022,1,13,-2,2.9,4.1,9.0,7.5,,5.917,5.0,4.0,1.8,,1
566,2022,1,12,-2,8.5,8.4,9.5,7.5,,7.917,5.0,9.5,7.5,,1
566,2023,2,13,-1,8.4,8.8,9.0,2.52,8.958333333,8.673333333,5.0,8.8,8.0,,1
567,2022,1,11,-1,4.8,6.0,9.5,7.5,,6.833,5.0,4.3,5.2,,1
568,2022,1,14,-3,8.3,8.6,8.0,6.9,,7.944,2.5,8.0,8.5,,1
568,2023,2,15,-3,7.6,7.9,7.0,5.0,8.125,8.01,2.5,8.5,6.7,,1
569,2022,1,12,-2,6.8,8.7,9.5,5.0,,7.333,5.0,6.3,7.3,,1
570,2022,1,10,-1,1.3,7.0,9.0,7.5,,6.778,5.0,0.7,2.0,,0
570,2023,1,11,-1,5.9,7.3,8.5,3.77,8.125,8.056666667,5.0,5.7,6.0,,0
571,2022,1,11,-1,3.7,8.8,8.5,7.5,,6.944,5.0,3.3,4.0,,1
571,2023,1,12,-2,5.0,7.9,9.0,3.77,7.291666667,7.616666667,5.0,3.8,6.2,,0
572,2022,1,9,0,6.8,8.0,8.5,7.5,,6.833,10.0,4.5,9.0,,1
573,2022,1,11,-1,8.2,9.9,9.5,7.5,,8.944,5.0,8.3,8.0,,1
573,2023,2,12,-1,6.6,9.8,9.5,5.0,8.541666667,8.45,5.0,5.7,7.5,,1
574,2022,1,10,-1,7.5,7.2,9.5,5.0,,6.944,5.0,5.5,9.5,,0
574,2023,2,11,0,8.1,8.2,6.9,5.0,7.916666667,8.173333333,10.0,7.7,8.5,,1
575,2022,1,12,-2,2.8,6.1,8.0,7.5,,7.0,5.0,2.7,3.0,,1
576,2022,1,10,-1,7.8,9.1,9.5,7.5,,7.111,5.0,7.5,8.0,,0
576,2023,1,11,-1,8.0,9.3,9.0,5.02,9.21875,8.503333333,5.0,6.5,9.5,,0
577,2022,1,10,-1,9.0,9.3,9.5,7.5,,7.111,5.0,8.3,9.7,,1
577,2023,1,11,-1,7.4,8.2,10.0,3.77,6.875,7.673333333,5.0,6.5,8.3,,1
578,2022,1,10,-1,9.5,10.0,9.5,8.8,,9.611,5.0,9.3,9.7,,0
578,2023,2,11,0,9.7,10.0,9.0,2.52,9.791666667,9.7625,10.0,9.8,9.5,,0
579,2022,1,10,-1,3.8,5.8,8.5,7.5,,7.222,5.0,0.0,7.5,,1
580,2022,1,10,-1,7.6,9.6,8.0,7.5,,7.167,5.0,6.3,8.8,,0
580,2023,1,11,-1,9.0,9.8,8.5,7.52,8.75,8.67,5.0,8.7,9.3,,1
581,2022,1,10,-1,5.0,8.9,7.5,7.5,,5.889,5.0,5.3,4.7,,0
581,2023,1,11,-1,7.9,9.8,8.0,7.52,6.458333333,7.393333333,5.0,7.0,8.8,,1
582,2022,1,10,-1,4.9,9.0,10.0,7.5,,7.222,5.0,4.3,5.5,,1
583,2022,1,12,-2,7.1,9.4,8.5,7.5,,7.333,5.0,6.2,8.0,,1
583,2023,2,13,-1,6.3,9.4,9.0,7.52,8.333333333,8.616666667,5.0,5.5,7.0,,1
584,2022,1,10,-1,4.6,8.5,8.0,7.5,,7.333,5.0,4.5,4.7,,0
584,2023,2,11,0,5.8,9.0,9.5,2.52,8.333333333,8.56,10.0,5.0,6.5,,1
585,2022,1,9,0,5.0,9.1,8.5,7.5,,6.889,10.0,3.7,6.3,,1
586,2022,1,10,-1,8.2,9.6,10.0,5.6,,8.778,5.0,8.2,8.2,,0
586,2023,2,11,0,8.4,10.0,8.0,2.52,8.333333333,9.343333333,10.0,7.5,9.2,,1
587,2022,1,10,-1,3.8,9.3,9.5,7.5,,6.167,5.0,1.0,6.5,,1
587,2023,1,11,-1,2.7,7.0,8.5,7.52,6.458333333,6.72,5.0,2.2,3.2,,1
588,2022,1,9,0,9.3,10.0,9.5,5.6,,8.278,10.0,9.3,9.2,,1
588,2023,2,10,0,7.8,9.6,8.0,2.52,8.958333333,9.673333333,10.0,7.5,8.0,,0
589,2022,1,9,0,5.8,9.4,9.5,7.5,,7.056,10.0,3.0,8.5,,1
590,2022,1,10,-1,7.4,8.6,8.5,7.5,,7.611,5.0,5.7,9.2,,1
590,2023,2,11,0,6.5,9.7,6.3,3.77,7.291666667,8.34,10.0,5.7,7.3,,1
591,2022,1,11,-1,7.1,9.3,9.5,7.5,,7.389,5.0,7.8,6.3,,1
591,2023,2,12,-1,6.9,8.5,9.0,6.27,5.833333333,7.333333333,5.0,6.2,7.5,,1
592,2022,1,10,-1,8.4,8.5,8.0,5.6,,7.778,5.0,7.2,9.7,,1
592,2023,2,11,0,7.6,9.2,6.2,3.77,7.916666667,8.95,10.0,5.5,9.7,,1
593,2022,1,10,-1,4.6,7.4,7.5,7.5,,6.278,5.0,3.0,6.2,,1
594,2022,1,10,-1,7.8,9.4,8.0,7.5,,6.889,5.0,6.0,9.5,,1
594,2023,1,11,-1,5.8,7.1,8.5,6.27,6.875,7.336666667,5.0,6.2,5.3,,1
595,2022,1,12,-2,1.0,5.5,8.5,7.5,,6.0,5.0,2.0,0.0,,0
595,2023,2,13,-1,3.3,7.0,0.0,7.52,6.666666667,5.55,5.0,3.2,3.3,,1
596,2022,1,9,0,9.3,10.0,9.5,7.5,,9.0,10.0,8.8,9.8,,1
597,2022,1,9,0,8.0,10.0,9.0,7.5,,7.056,10.0,6.5,9.5,,1
597,2023,1,10,-1,8.5,9.6,10.0,7.52,9.0625,8.56,5.0,7.8,9.2,,1
598,2022,1,11,-1,3.7,7.2,9.5,7.5,,6.944,5.0,4.7,2.7,,1
599,2022,1,10,-1,9.1,9.2,9.5,7.5,,8.556,5.0,8.3,9.8,,1
599,2023,2,11,0,8.5,9.5,10.0,2.52,8.333333333,9.286666667,10.0,8.2,8.7,,1
600,2022,1,9,0,3.9,8.4,8.5,7.5,,6.833,10.0,2.8,5.0,,1
600,2023,1,10,-1,7.2,8.4,8.5,7.52,8.28125,8.056666667,5.0,6.5,7.8,,1
601,2022,1,8,1,5.7,9.7,9.0,7.5,,7.167,10.0,5.3,6.0,,1
601,2023,1,9,0,8.7,10.0,9.0,7.52,9.0625,8.336666667,10.0,8.0,9.3,,1
602,2022,1,11,-1,8.6,9.7,10.0,7.5,,7.667,5.0,8.3,8.8,,1
602,2023,2,12,-1,8.1,9.6,10.0,7.52,8.75,9.51,5.0,7.3,8.8,,1
603,2022,1,11,-1,7.5,9.5,9.0,7.5,,8.0,5.0,6.7,8.3,,1
603,2023,2,12,0,7.0,8.9,0.0,2.52,7.708333333,7.78,10.0,5.7,8.2,,1
604,2022,1,10,-1,8.8,9.0,9.0,7.5,,8.333,5.0,8.0,9.7,,1
604,2023,2,11,0,7.5,9.3,9.0,7.52,8.125,8.616666667,10.0,6.0,9.0,,1
605,2022,1,12,-2,7.1,9.3,6.9,6.9,,7.556,5.0,6.2,8.0,,1
605,2023,2,13,-1,6.8,9.5,9.0,7.52,7.291666667,7.84,5.0,4.8,8.8,,1
606,2022,1,10,-1,1.8,9.0,9.5,7.5,,6.111,5.0,2.0,1.5,,1
606,2023,1,11,-1,6.0,8.5,8.5,7.52,7.65625,8.223333333,5.0,4.7,7.2,,1
607,2022,1,10,-1,4.0,8.1,6.8,7.5,,7.444,5.0,3.0,5.0,,1
607,2023,1,11,-1,6.8,7.5,8.0,7.52,7.96875,8.17,5.0,4.8,8.7,,1
608,2022,1,10,-1,6.3,9.6,7.8,7.5,,7.222,5.0,3.0,9.5,,1
608,2023,1,11,-1,6.2,7.5,10.0,7.52,7.96875,8.113333333,5.0,6.0,6.3,,1
609,2022,1,11,-1,6.0,7.6,8.5,7.5,,7.056,5.0,6.5,5.5,,1
609,2023,2,12,-1,5.3,6.4,9.5,7.52,6.875,6.216666667,5.0,3.2,7.3,,1
610,2022,1,9,0,6.5,9.6,9.0,7.5,,8.5,10.0,6.0,7.0,,0
610,2023,2,10,0,7.0,10.0,10.0,2.52,8.541666667,8.896666667,10.0,6.3,7.7,,1
611,2022,1,12,-2,9.5,7.6,9.5,7.5,,7.556,5.0,10.0,9.0,,1
612,2022,1,10,-1,7.9,9.2,9.0,7.5,,7.167,5.0,9.7,6.2,,0
612,2023,1,11,-1,9.7,9.7,9.0,3.77,9.0625,9.286666667,5.0,9.3,10.0,,1
613,2022,1,13,-2,9.2,9.2,9.0,7.5,,8.556,5.0,9.2,9.2,,1
613,2023,3,14,-1,4.8,9.4,9.2,5.0,6.71875,7.2125,5.0,4.3,6.2,3.8,0
614,2022,1,12,-2,9.6,9.7,9.5,7.5,,8.278,5.0,9.8,9.3,,1
614,2023,2,13,-1,8.6,9.1,9.0,7.52,8.333333333,8.563333333,5.0,8.8,8.3,,1
615,2022,1,9,0,7.3,9.7,9.5,7.5,,6.889,10.0,7.8,6.7,,1
615,2023,1,10,-1,7.6,9.7,10.0,3.14,8.28125,8.616666667,5.0,6.8,8.3,,1
616,2022,1,12,-2,8.8,7.4,7.4,7.5,,7.278,5.0,9.2,8.5,,1
616,2023,2,13,-1,6.8,6.6,0.0,5.02,5.833333333,6.783333333,5.0,5.5,8.0,,1
617,2022,1,11,-1,6.3,8.9,8.5,7.5,,6.778,5.0,4.5,8.0,,0
617,2023,1,12,-1,6.9,9.0,0.0,7.52,7.708333333,8.116666667,5.0,5.5,8.2,,1
618,2022,1,13,-2,6.7,8.3,8.9,7.5,,7.333,5.0,6.8,6.5,,1
618,2023,2,14,-2,6.2,9.2,0.0,5.02,8.125,7.95,5.0,4.5,7.8,,1
619,2022,1,11,-1,9.0,8.0,9.5,7.5,,7.333,5.0,9.2,8.8,,1
619,2023,2,12,0,9.0,7.1,9.0,3.77,7.708333333,8.116666667,10.0,8.5,9.5,,1
620,2022,1,12,-2,6.8,7.5,0.0,7.5,,6.833,5.0,8.5,5.0,,1
620,2023,2,13,-1,6.2,8.4,6.8,7.52,6.875,7.503333333,5.0,5.2,7.2,,1
621,2022,1,10,-1,7.5,7.7,9.5,7.5,,8.222,5.0,6.8,8.2,,1
622,2022,1,12,-2,3.8,3.8,3.5,7.5,,6.0,5.0,4.8,2.7,,1
623,2022,1,13,-2,8.3,9.0,7.5,7.5,,7.389,5.0,9.3,7.2,,1
623,2023,2,14,-2,7.3,9.5,10.0,7.52,7.291666667,7.446666667,5.0,5.8,8.8,,1
624,2022,1,10,-1,6.8,8.9,9.0,7.5,,7.722,5.0,8.0,5.5,,0
624,2023,1,11,-1,8.6,9.2,9.0,7.52,8.90625,8.39,5.0,8.3,8.8,,1
625,2022,1,11,-1,7.8,9.2,8.0,7.5,,7.333,5.0,8.5,7.0,,1
626,2022,1,11,-1,1.3,7.6,7.4,7.5,,7.278,5.0,2.5,0.0,,0
626,2023,2,12,-1,6.5,9.2,9.0,4.39,7.291666667,7.613333333,5.0,4.7,8.3,,1
627,2022,1,10,-1,6.5,6.7,7.0,7.5,,7.0,5.0,6.2,6.8,,1
628,2022,1,11,-1,9.2,7.6,9.5,7.5,,7.333,5.0,9.3,9.0,,1
628,2023,1,12,-2,9.4,8.9,9.5,7.52,8.28125,8.45,5.0,9.0,9.7,,1
629,2022,1,9,0,7.0,10.0,9.0,7.5,,7.278,10.0,5.0,9.0,,1
629,2023,1,10,-1,7.5,9.4,10.0,7.52,7.916666667,7.95,5.0,7.0,8.0,,1
630,2022,1,9,0,7.3,9.2,9.5,7.5,,7.278,10.0,6.5,8.0,,1
630,2023,1,10,-1,5.7,8.6,9.0,3.77,8.28125,8.673333333,5.0,4.2,7.2,,1
631,2022,1,12,-2,7.0,6.8,8.5,7.5,,7.222,5.0,7.3,6.7,,1
631,2023,2,13,-1,7.0,6.4,0.0,6.27,7.916666667,6.78,5.0,6.0,8.0,,1
632,2022,1,10,-1,6.3,9.3,8.5,6.9,,6.722,5.0,5.5,7.2,,1
632,2023,2,11,0,7.4,9.1,4.7,5.64,8.333333333,8.563333333,10.0,6.8,8.0,,1
633,2022,1,11,-1,7.7,8.9,7.3,7.5,,7.833,5.0,6.8,8.5,,1
633,2023,2,12,-1,7.2,8.1,1.7,6.27,8.541666667,7.286666667,5.0,5.3,9.0,,1
634,2022,1,11,-1,6.5,9.4,9.5,7.5,,8.222,5.0,8.0,5.0,,1
635,2022,1,10,-1,1.5,4.9,10.0,6.9,,6.444,5.0,0.5,2.5,,1
636,2022,1,10,-1,7.3,8.0,8.5,6.9,,7.389,5.0,7.3,7.3,,0
636,2023,1,11,-1,9.0,8.3,0.0,5.64,8.333333333,7.446666667,5.0,9.2,8.7,,1
637,2022,1,10,-1,5.8,9.0,8.5,7.5,,7.0,5.0,4.8,6.8,,0
637,2023,1,11,-1,8.5,9.5,8.0,7.52,8.333333333,8.17,5.0,8.7,8.2,,1
638,2022,1,9,0,3.9,9.3,8.5,7.5,,6.278,10.0,2.0,5.8,,1
638,2023,1,10,-1,6.5,9.4,9.0,7.52,8.333333333,7.946666667,5.0,6.8,6.2,,1
639,2022,1,10,-1,5.5,7.4,8.5,7.5,,6.611,5.0,3.2,7.8,,0
639,2023,2,11,0,6.3,8.1,7.4,6.27,8.125,7.62,10.0,4.8,7.8,,1
640,2022,1,11,-1,4.8,8.4,9.0,7.5,,6.778,5.0,2.5,7.0,,1
640,2023,1,12,-2,4.9,7.3,0.0,7.52,7.291666667,8.446666667,5.0,4.0,5.8,,1
641,2022,1,9,0,6.5,9.3,9.0,7.5,,6.778,10.0,4.5,8.5,,1
642,2022,1,10,-1,7.3,9.7,10.0,6.9,,7.778,5.0,7.0,7.7,,1
642,2023,2,11,0,6.5,9.2,9.5,6.27,8.75,9.173333333,10.0,5.7,7.2,,1
643,2022,1,10,-1,6.2,8.0,9.0,7.5,,6.722,5.0,6.3,6.0,,0
643,2023,1,11,-1,7.1,8.2,9.5,7.52,6.041666667,7.613333333,5.0,7.0,7.2,,1
644,2022,1,11,-1,8.8,8.0,9.5,7.5,,8.278,5.0,9.7,8.0,,1
644,2023,2,12,-1,5.9,5.6,10.0,7.52,8.541666667,7.503333333,5.0,4.0,7.7,,1
645,2022,1,10,-1,2.0,8.1,8.5,7.5,,6.833,5.0,4.0,0.0,,0
645,2023,1,11,-1,7.3,8.5,9.0,6.27,8.125,8.116666667,5.0,6.5,8.0,,1
646,2022,1,13,-2,8.4,9.8,8.5,8.1,,8.389,5.0,8.8,8.0,,1
646,2023,2,14,-1,8.4,8.9,10.0,7.52,8.958333333,8.783333333,5.0,8.2,8.5,,1
647,2022,1,10,-1,3.3,8.6,9.5,7.5,,7.278,5.0,1.5,5.2,,0
647,2023,1,11,-1,5.2,8.7,7.3,6.27,7.708333333,8.446666667,5.0,4.7,5.7,,1
648,2022,1,12,-2,5.3,7.5,9.0,6.9,,7.5,5.0,5.0,5.5,,1
649,2022,1,12,-2,7.4,8.9,8.5,5.6,,7.611,5.0,6.3,8.5,,1
649,2023,2,13,-1,6.5,9.3,9.0,3.77,8.75,8.836666667,5.0,3.8,9.2,,1
650,2022,1,11,-1,6.9,8.7,6.9,5.6,,7.5,5.0,5.5,8.3,,1
651,2022,1,10,-1,7.8,9.3,8.5,7.5,,8.333,5.0,7.7,7.8,,1
651,2023,2,11,0,9.3,8.2,0.0,3.77,8.75,7.95,10.0,9.8,8.7,,1
652,2022,1,9,0,7.8,9.6,8.0,7.5,,7.5,10.0,7.0,8.5,,1
652,2023,1,10,-1,7.0,9.4,9.0,6.89,8.125,8.446666667,5.0,6.2,7.8,,1
653,2022,1,11,-1,9.3,9.6,9.5,7.5,,7.5,5.0,9.5,9.0,,1
653,2023,2,12,-1,7.9,9.8,0.0,6.27,9.166666667,9.06,5.0,7.7,8.0,,1
654,2022,1,12,-2,6.8,8.6,8.5,7.5,,7.556,5.0,5.5,8.0,,1
655,2022,1,12,-2,8.3,9.2,7.5,7.5,,8.389,5.0,8.3,8.2,,0
